LarvaeMorphID,CilType,Area,MajorAxisLength,MaxFeretDiameter,MinFeretDiameter,MinorAxisLength,Perimeter,Batch
J076_B1_11,Area,14196,207.522531,194.2807247,91.02313532,91.33671886,514.61,B2
J076_B1_11,Extent,2155,137.3864244,123.3288287,28.07572694,26.29617359,286.98,B2
J076_B1_11,Extent,1957,127.3489639,112.8051417,23.21641334,21.75737167,264.126,B2
J076_B1_11,Extent,2990,192.6665926,172.1046193,27.38036307,25.54526587,383.324,B2
J076_B1_12,Area,15143,215.708647,210.1618424,98.64374351,93.85676658,547.094,B2
J076_B1_12,Extent,3027,199.4051979,175.4109461,27.75105919,24.50553216,389.082,B2
J078_B1_11,Area,36804,445.6306931,423.792402,167.3954168,150.4854278,1262.16,B2
J078_B1_11,Extent,5956,370.8648462,317.7231499,69.91316759,69.39958341,733.526,B2
J078_B1_14,Area,42370,454.9035962,404.5985665,159.1923208,141.7413477,1125.396,B2
J078_B1_14,Extent,5158,324.4160473,282.5738841,52.51711628,52.67246522,643.896,B2
J078_B1_19,Area,3091,78.88405178,76.84399781,48.70267723,52.26797963,226.394,B2
J078_B1_19,Area,28380,313.2254813,313.0015974,140.6544248,124.6599252,791.028,B2
J078_B1_19,Extent,1191,77.91886726,71.19691005,21.80111422,20.83463978,169.388,B2
J078_B1_19,Extent,3929,258.2601899,223.664928,35.02008969,30.19998734,503.054,B2
J078_B1_20,Area,12870,143.402472,164.4536409,117.7653847,124.4407929,477.526,B2
J078_B1_20,Extent,1947,126.8002764,111.9464158,24.61969744,23.2481789,260.89,B2
J078_B1_22,Area,14124,190.8298178,192.8159744,109.4972849,106.2380303,542.418,B2
J078_B1_22,Area,33796,300.1169417,280.9786469,187.8173856,163.8734198,863.588,B2
J078_B1_22,Extent,1646,107.0202851,96.46242792,20.16343062,20.45667426,227.12,B2
J078_B1_22,Extent,4376,283.8813009,245.8149711,42.33666447,37.67003441,559.602,B2
J079_B1_4,Area,57381,579.4383084,518.9807318,169.4199234,150.7277066,1365.79,B2
J079_B1_4,Area,17472,308.9178332,279.1218372,103.2569774,86.56051435,787.054,B2
J079_B1_4,Extent,6733,419.4448161,359.5066063,77.97031709,79.91153427,833.054,B2
J079_B1_4,Extent,3701,241.7903147,211.5490487,26.70377558,22.20516585,476.8,B2
J079_B1_5,Area,81022,584.8536512,540.1499792,256.4524907,219.4038927,1502.096,B2
J079_B1_5,Extent,8789,548.3488628,450.9988914,95.22596161,97.15685723,1079.64,B2
J079_B1_7,Area,75944,570.0815184,519.2773825,309.830587,237.8690223,1593.114,B2
J079_B1_7,Area,14828,183.5967771,185.3105502,114.2084759,111.6918307,520.138,B2
J079_B1_7,Extent,3500,227.9909566,200.3397115,31.63885425,26.8947979,449.424,B2
J079_B1_7,Extent,9107,538.1515665,442.7572698,135.3159973,150.6301918,1127.868,B2
J079_B1_9,Area,2063,55.98389544,56.30275304,46.66904756,47.23671091,171.324,B2
J079_B1_9,Area,1987,62.3509814,64.40496875,41.93180177,41.04260519,173.77,B2
J079_B1_9,Extent,539,36.55865276,34.525353,18,19.05083658,91.592,B2
J079_B1_9,Extent,504,34.64632181,32.38826948,17,18.75683209,87.35,B2
J079_B1_10,Area,7266,112.4932891,119.5198728,88.23817547,85.55076274,345.374,B2
J079_B1_10,Area,28024,235.5257572,266.5633133,184.2527484,166.4754929,759.806,B2
J079_B1_10,Extent,1377,92.56471923,83.09632964,17.76696734,19.4694043,192.368,B2
J079_B1_10,Extent,3553,228.6055404,201.6134916,36.67371508,32.43263605,451.056,B2
J079_B1_14,Area,12119,244.6730893,217.7544489,72.22360099,69.11758238,568.392,B2
J079_B1_14,Extent,3363,220.034711,192.7615107,27.18030962,23.53038943,434.354,B2
J079_B1_15,Area,34655,372.6114606,349.7942252,151.9201158,136.5915682,1100.25,B2
J079_B1_15,Extent,4878,309.8749308,269.235956,44.94523853,41.81967222,612.888,B2
J081_B1_1,Area,12417,227.4473484,210.6086418,88.07693767,79.89813845,553.374,B2
J081_B1_1,Area,10436,141.6509774,159.6621433,101.7537037,101.1286122,459.004,B2
J081_B1_1,Extent,3824,245.5657328,216.9331694,35.93160376,30.99277839,480.712,B2
J081_B1_1,Extent,1544,101.9169523,91.38927727,19.37681494,20.08653322,216.432,B2
J081_B1_3,Area,74654,775.3625887,690.4404391,396.5186392,381.2741466,2231.532,B2
J081_B1_3,Extent,14536,791.3271552,604.4005295,249.897617,289.7374893,1773.776,B2
J081_B1_4,Area,51694,389.1568047,370.2566677,210.9947226,186.3597396,1144.938,B2
J081_B1_4,Extent,4582,296.6945981,260.2556436,35.67567568,32.40710615,581.692,B2
J081_B1_5,Area,77956,456.6957093,428.8414625,280.7865573,250.4230884,1328.428,B2
J081_B1_5,Extent,6402,405.887523,346.5977496,66.41199223,67.26261837,801.22,B2
J081_B1_6,Area,7308,157.2150502,149.0536816,61.21864975,61.92218996,383.106,B2
J081_B1_6,Extent,2221,149.2992194,131.605471,23.32974331,21.60103379,298.24,B2
J081_B1_7,Area,11456,190.4009948,180.2692431,81.52421678,81.69662827,471.094,B2
J081_B1_7,Extent,3035,196.613747,173.0462366,33.21220511,28.76712669,393.604,B2
J081_B1_8,Area,28313,212.6944425,219.2008212,188.3533489,177.9613617,694.94,B2
J081_B1_8,Area,22888,311.3587075,265.2112366,136.3633517,122.5799993,810.366,B2
J081_B1_8,Area,3147,82.5545626,85.90692638,53.03300859,49.96251377,224.636,B2
J081_B1_8,Extent,2568,167.5567387,148.1890684,27.92307692,24.91694293,339.336,B2
J081_B1_8,Extent,3699,239.289592,210.4400152,38.29153192,36.10347199,473.896,B2
J081_B1_8,Extent,1071,73.06789255,66.12110102,16,19.0943294,153.936,B2
J081_B1_9,Area,26198,338.5865104,324.5812687,126.0521797,118.9477921,876.392,B2
J081_B1_9,Extent,4424,286.4438836,248.8151925,43.9676095,40.04094424,561.82,B2
J081_B1_10,Area,76311,618.5011686,598.8923109,188.9946623,173.76991,1555,B2
J081_B1_10,Extent,6060,389.0499273,335.2163481,64.48673417,61.21573447,765.296,B2
J081_B1_11,Area,24886,242.4747135,259.1235227,154.2774451,154.7055798,818.43,B2
J081_B1_11,Extent,3259,211.2558381,186.2713075,33.03658601,28.84415537,421.132,B2
J083_B1_3,Area,22164,353.1480483,326.7108814,132.661812,118.8743359,872.136,B2
J083_B1_3,Extent,5849,350.2861872,302.654919,85.64519053,93.87700251,738.01,B2
J083_B1_5,Area,2861,93.50050636,85.08818954,39.71127764,40.85419454,231.986,B2
J083_B1_5,Area,76948,689.5275598,629.114457,334.133936,283.3607976,1928.234,B2
J083_B1_5,Extent,586,37.5963409,35.22782991,20.24655716,20.44716936,97.388,B2
J083_B1_5,Extent,9778,572.5789652,468.9019087,141.4494582,155.4850441,1197.664,B2
J083_B1_6,Area,90308,850.2000597,755.7949457,402.2238212,399.6119562,2488.792,B2
J083_B1_6,Extent,16502,798.2468807,581.2606988,324.3268892,378.6050772,2003.202,B2
J083_B1_8,Area,11671,184.663536,176.1192778,88.13822187,84.09483612,469.476,B2
J083_B1_8,Extent,2403,155.5803227,138.09055,27.6346009,26.68143199,316.98,B2
J083_B1_10,Area,6595,108.0253804,116.3615057,82,80.76099854,326.916,B2
J083_B1_10,Extent,1620,105.5381151,94.9210198,22.66901151,21.48825702,223.566,B2
J083_B1_11,Area,1917,67.36094894,67.26812024,36,38.08216115,178.942,B2
J083_B1_11,Area,1787,59.00937145,59.36328832,40.60541836,39.85864004,168.496,B2
J083_B1_11,Area,3771,83.51421855,87.46427842,60,59.02398264,241.706,B2
J083_B1_11,Area,5454,90.80868999,92.65527508,78.00684504,78.76406943,285.464,B2
J083_B1_11,Extent,967,64.62577546,58.85575588,20.3646753,20.0733622,143.49,B2
J083_B1_11,Extent,829,56.14331955,51.03920062,17.62886619,19.31088179,127.91,B2
J083_B1_11,Extent,1429,96.53571624,86.2670273,19.03945464,19.61735151,202.47,B2
J083_B1_11,Extent,1364,91.73827458,82.29823813,17.84117735,19.5136705,189.006,B2
J085_B1_2,Area,96407,710.1056487,680.0977871,338.3959582,304.226898,2092.144,B2
J085_B1_2,Area,14419,354.424152,295.5300323,108.9775665,93.00414489,796.8,B2
J085_B1_2,Extent,9447,562.2257413,469.1097953,132.0629374,144.2837445,1169.536,B2
J085_B1_2,Extent,4916,312.7196823,273.2215218,57.48412104,56.32556775,616.558,B2
J085_B1_4,Area,32672,396.1236486,404.1150826,161.7110751,133.4357422,1097.154,B2
J085_B1_4,Area,3727,77.26479995,81.21576202,62.29686991,65.05848818,245.808,B2
J085_B1_4,Extent,5718,368.5172969,317.9559718,50.14870923,45.57529816,714.278,B2
J085_B1_4,Extent,1382,90.28969677,81.58431222,21.43889958,20.73774251,192.458,B2
J085_B1_6,Area,12467,162.6844556,178.7176544,117.8193741,107.8850593,517.488,B2
J085_B1_6,Extent,2317,151.8522919,134.2385936,24.55887745,22.29786833,308.89,B2
J085_B1_8,Area,2797,67.60877541,69.89277502,52.90406665,54.12120907,207.668,B2
J085_B1_8,Area,22892,274.3314813,265.1735281,130.1504179,120.2586292,801.436,B2
J085_B1_8,Extent,700,45.82838869,42.75511665,19.64538563,20.01648286,110.904,B2
J085_B1_8,Extent,3757,243.9569436,213.3846292,30.21816526,25.47144565,483.45,B2
J085_B1_9,Area,7168,110.2457871,111.3642672,80.56733762,84.83303634,333.846,B2
J085_B1_9,Area,49248,453.0855066,450.4087033,192.4399633,168.0279416,1439.204,B2
J085_B1_9,Area,11130,232.9256637,214.4411341,86.35571858,73.54105108,548.494,B2
J085_B1_9,Extent,1343,91.41560757,82.09750301,16,19.2065026,185.936,B2
J085_B1_9,Extent,4635,296.134891,257.6237567,47.7653715,43.32735044,589.704,B2
J085_B1_9,Extent,3603,244.0569042,212.2498528,28.39372542,24.35107797,467.054,B2
J085_B1_10,Area,26873,369.4052318,322.273176,136.4051646,112.2062762,887.882,B2
J085_B1_10,Extent,4469,290.352983,252.4004754,43.05343109,39.26330175,569.896,B2
J085_B1_11,Area,14140,260.5333256,232.49086,97.32381679,82.58785398,603.118,B2
J085_B1_11,Area,12742,325.86399,290.4238282,75.86830749,63.2552727,691.372,B2
J085_B1_11,Extent,3775,238.9413058,209.153054,43.80247526,42.07147925,478.686,B2
J085_B1_11,Extent,4693,302.251386,262.0019084,43.04557972,39.12895858,589.818,B2
J085_B1_12,Area,38109,328.7778323,354.6223343,180.0735571,171.7674005,944.06,B2
J085_B1_12,Extent,3746,245.6684138,215.1882896,31.51540514,28.95962387,477.604,B2
J085_B1_13,Area,37759,289.5347936,318.0707468,217.4093195,196.8535097,913.69,B2
J085_B1_13,Area,10555,166.5366664,170.8156901,102.0829555,95.41027805,464.954,B2
J085_B1_13,Extent,3192,212.0705007,187.0721786,24.970996,22.23092419,421.832,B2
J085_B1_13,Extent,1917,127.5821319,113.0707743,21,21.2360907,256.216,B2
J087_B1_1,Area,2794,72.05999869,69.83552105,47,50.6281207,206.216,B2
J087_B1_1,Area,2700,73.19475136,72.71863585,45.96194078,47.71901102,203.846,B2
J087_B1_1,Area,9989,182.3396993,173.9540169,118.9130017,107.5015774,563.144,B2
J087_B1_1,Extent,755,49.68110684,45.88027899,18.38383848,19.7354285,119.044,B2
J087_B1_1,Extent,660,42.12771168,39.20459157,20.30392921,20.72029593,106.458,B2
J087_B1_1,Extent,1761,114.6157794,102.0832993,21.21621641,20.86791493,239.196,B2
J087_B1_2,Area,25399,201.2717139,216.3631207,183.9364459,174.6669403,843.958,B2
J087_B1_2,Extent,2911,189.8692828,168.0743883,23.39761261,21.52682792,382.304,B2
J087_B1_3,Area,75416,600.2811505,623.3434046,233.034943,214.1480613,1865.38,B2
J087_B1_3,Extent,2778,177.9877672,157.708592,30.12845632,26.45897255,363.056,B2
J087_B1_4,Area,19196,191.8928686,215.2440475,147.1915603,147.1960489,630.786,B2
J087_B1_4,Extent,2325,154.6278703,136.8831619,18.81696683,19.98035691,305.692,B2
J087_B1_6,Area,8988,219.2780796,196.8400366,58.28807614,55.41098858,485.782,B2
J087_B1_6,Extent,2907,188.3198764,166.7363188,26.49063661,23.1176438,373.464,B2
J087_B1_8,Area,2725,63.62919135,65.80273551,56,56.60766774,202.496,B2
J087_B1_8,Extent,658,43.97257682,41.23105626,18.29404819,19.36005186,106.904,B2
J087_B1_9,Area,26609,304.2359889,290.3187903,119.0745565,117.0326918,770.366,B2
J087_B1_9,Extent,4104,267.5887547,233.1222855,25.35456949,21.893936,525.322,B2
J087_B1_11,Area,8275,111.3977822,119.1007976,92.43666473,96.21059922,354.508,B2
J087_B1_11,Extent,1336,87.28498697,78.39005039,25.6075668,23.93975935,190.05,B2
J087_B1_12,Area,41673,338.694399,319.3634293,194.4940489,174.1382341,955.46,B2
J087_B1_12,Extent,4637,299.329696,259.356897,45.35995551,41.53451387,590.162,B2
J087_B1_14,Area,23324,300.2627662,280.5726287,124.0180285,112.5416089,731.882,B2
J087_B1_14,Extent,4354,281.5580104,247.008097,39.29425181,35.13628088,554.278,B2
J090_B1_1,Area,53372,532.6402884,464.4868136,180.1113693,158.4691436,1596.63,B2
J090_B1_1,Area,16033,175.6452613,182.5376673,129.6533841,125.6922971,568.978,B2
J090_B1_1,Extent,4241,272.0031834,236.1355543,39.16320283,38.12268059,533.196,B2
J090_B1_1,Extent,2063,139.2598642,122.1474519,21.10209614,20.17182888,276.584,B2
J090_B1_3,Area,3053,84.35843896,82.87339742,44.56027354,46.58164434,219.184,B2
J090_B1_3,Extent,647,42.46171672,40.02499219,19.73406893,19.93424751,104.076,B2
J090_B1_4,Area,25318,225.032158,225.3907718,177.8299209,163.1026311,827.678,B2
J090_B1_4,Area,12662,215.6213963,189.4016895,99.9412448,93.35189529,581.628,B2
J090_B1_4,Extent,2948,191.1212974,169.1892432,21.47247646,20.9075464,384.164,B2
J090_B1_4,Extent,2534,164.6951812,146.7412689,25.49111708,22.68614513,333.26,B2
J090_B1_5,Area,33609,354.9878724,338.0902246,144.3183631,131.8592553,986.212,B2
J090_B1_5,Extent,4070,262.931523,231.2768903,36.06395054,31.54442405,518.864,B2
J090_B1_13,Area,16312,258.6482105,237.118114,108.7417739,95.21505385,632.43,B2
J090_B1_13,Extent,3512,225.5111456,195.6450868,40.38672513,37.15030405,453.386,B2
J090_B1_14,Area,45789,470.3690388,429.6940772,214.0638308,176.7961659,1214.95,B2
J090_B1_14,Extent,7439,457.4024207,386.8397601,86.39324542,93.64389889,915.142,B2
J093_B1_4,Area,23885,268.352249,271.6928413,132.3177808,119.7347632,698.15,B2
J093_B1_4,Extent,2607,173.4814844,153.160047,22.43790165,21.56552193,338.7,B2
J093_B1_5,Area,6429,107.0935499,106.2308806,76.1104865,78.01543415,317.502,B2
J093_B1_5,Area,4220,76.1492109,81.70679286,72,73.31468056,251.362,B2
J093_B1_5,Extent,1563,102.6610826,92.39588735,19.13591843,20.11158436,213.872,B2
J093_B1_5,Extent,1118,73.32825192,67.26812024,19.35790463,19.97072606,161.388,B2
J093_B1_6,Area,7325,172.0814121,156.3713529,71.10716075,62.87521484,423.17,B2
J093_B1_6,Extent,2474,162.3130927,143.7810836,28.59438643,25.46437837,329.82,B2
J093_B1_11,Area,15390,193.1614564,178.0365131,124.5462806,112.2091296,544.202,B2
J093_B1_11,Extent,2772,184.4345097,162.1974106,23.96908032,22.35221571,357.528,B2
J093_B1_12,Area,25269,625.1079764,538.8728978,168.9354727,164.8671092,1350.516,B2
J093_B1_12,Extent,10189,611.6972765,503.358719,133.9670643,145.0187207,1252.478,B2
J093_B1_13,Area,14637,193.4773884,192.8522751,97.50090633,98.4534449,509.284,B2
J093_B1_13,Area,8884,144.0136507,152.1216618,78.89203395,81.47315015,401.59,B2
J093_B1_13,Extent,1634,106.9045893,96.10411021,21.37196705,20.84115257,223.77,B2
J093_B1_13,Extent,1001,65.95186241,60.03332408,19.04653662,19.97343874,148.152,B2
J096_B1_1,Area,5731,99.59105329,96.38464608,71.27705753,74.20671613,296.228,B2
J096_B1_1,Area,10600,133.6160922,137.1021517,103.2375901,103.9901118,410.622,B2
J096_B1_1,Area,19216,172.9485634,181.2181006,139.8889721,145.44026,539.998,B2
J096_B1_1,Extent,1177,77.28768414,70.21395873,18.81810802,19.98715287,170.598,B2
J096_B1_1,Extent,1879,123.7945262,108.5771615,24.89135253,22.50341773,253.234,B2
J096_B1_1,Extent,1018,68.33392847,62.39390996,17.48680175,19.37773487,148.42,B2
J096_B1_3,Area,2896,76.48012962,76.84399781,55,52.27967084,225.91,B2
J096_B1_3,Area,2607,73.68061236,73.75635566,45.99592054,46.9456424,204.152,B2
J096_B1_3,Area,1402,49.78771555,49.39635614,36.9533723,36.48505583,143.77,B2
J096_B1_3,Extent,805,52.86577009,49.24428901,19.77684493,20.0005483,123.732,B2
J096_B1_3,Extent,1120,73.47811258,67.26812024,19.28257117,19.97720546,161.388,B2
J096_B1_3,Extent,631,42.68114682,39.40812099,17.67766953,19.16134446,103.528,B2
J096_B1_4,Area,15991,265.0764193,241.8098426,92.79018934,83.41284256,613.182,B2
J096_B1_4,Extent,4220,267.5863211,236.2117694,35.07454685,30.41240655,529.832,B2
J096_B1_5,Area,48274,390.9880469,380.2959374,186.4445195,172.9767863,1025.142,B2
J096_B1_5,Extent,5294,342.6272544,297.3297832,42.2106384,37.897139,667.168,B2
J096_B1_6,Area,6286,121.4394408,117.686023,69.80190999,68.97541102,331.03,B2
J096_B1_6,Area,2304,71.00299946,68.81860214,41.22987314,42.15875852,191.362,B2
J096_B1_6,Extent,1480,97.05981395,86.92525525,22.41010866,21.25093021,207.948,B2
J096_B1_6,Extent,634,42.85999696,39.40812099,17.67983231,19.22673463,102.942,B2
J096_B1_7,Area,18890,301.1001559,278.5677655,103.6772205,95.84682614,695.87,B2
J096_B1_7,Area,9847,144.2411577,150.3329638,90.15480656,87.97874222,402.062,B2
J096_B1_7,Extent,4520,285.3495085,247.2569514,50.49489613,47.19294011,560.202,B2
J096_B1_7,Extent,1291,84.96432939,77.27871635,20.67297909,20.38374982,182.216,B2
J096_B1_8,Area,14884,240.4681453,221.846794,105.1961244,94.80670531,604.85,B2
J096_B1_8,Area,35362,364.298438,335.7156535,155.7736218,140.8555963,903.818,B2
J096_B1_8,Extent,3150,206.8588145,182.2223916,24.63659689,22.47838882,405.564,B2
J096_B1_8,Extent,4986,319.5817505,273.6603735,49.80240417,48.81313189,626.24,B2
J096_B1_9,Area,24006,288.4504068,278.7920372,147.3045445,128.343579,850.544,B2
J096_B1_9,Extent,2782,181.7531095,159.9062225,26.23101451,24.28754527,359.972,B2
J096_B1_10,Area,2844,69.08977809,68.60029154,53.21189358,53.85802394,206.394,B2
J096_B1_10,Area,26966,255.5544466,247,164.8785883,146.5810908,716.302,B2
J096_B1_10,Area,5697,123.7700704,123.5556555,58.77080469,60.85011715,318.89,B2
J096_B1_10,Extent,886,57.37111891,52.92447449,20.02218789,20.45094327,133.184,B2
J096_B1_10,Extent,3359,219.0850452,192.2004162,33.67057552,29.32596273,433.08,B2
J096_B1_10,Extent,1000,65.08833371,59.9082632,20.46525946,20.44890414,147.044,B2
J102_B1_1,Area,30968,387.6781252,349.755629,141,130.6247948,917.486,B2
J102_B1_1,Extent,5301,333.7679631,286.1118662,59.44114081,60.17542128,665.73,B2
J102_B1_3,Area,66529,533.4651479,498.6581996,243.7712693,213.4755188,1525.038,B2
J102_B1_3,Extent,8074,491.8975307,420.0809446,89.68663784,95.1286521,986.39,B2
J102_B1_4,Area,56988,473.573662,446.4134855,224.7590003,184.3368393,1237.842,B2
J102_B1_4,Extent,6347,396.6976243,342.0774766,79.49364678,83.12879955,792.494,B2
J102_B1_5,Area,41515,517.2182848,444.6391796,166.4810035,143.5155978,1345.498,B2
J102_B1_5,Area,12908,188.0007954,192.0104164,88.53690658,87.66523569,476.036,B2
J102_B1_5,Extent,7212,456.1354358,396.5614706,68.28204008,70.49165497,886.328,B2
J102_B1_5,Extent,1270,82.68631516,75.18643495,19.55814296,20.24350113,179.528,B2
J102_B1_6,Area,37326,399.7716555,368.2784273,155.867965,134.9590674,969.78,B2
J102_B1_6,Extent,4941,320.8719607,278.3415168,44.75895491,40.43131175,619.132,B2
J102_B1_7,Area,6625,143.4631218,136.0147051,55.55383519,59.45367201,342.622,B2
J102_B1_7,Area,16313,222.9542927,218.7898535,134.1701636,117.8548337,648.366,B2
J102_B1_7,Extent,2426,160.1808493,141.3647764,25.03400166,22.37617172,324.304,B2
J102_B1_7,Extent,3569,228.748568,202.4845673,30.90551456,25.87371359,456.584,B2
J102_B1_8,Area,9967,169.2353849,165.6411785,80.04733894,80.86007222,438.546,B2
J102_B1_8,Extent,2543,165.2718092,146.3215637,26.53875341,23.69430446,336.89,B2
J102_B1_9,Area,61309,537.5257785,520.8617859,204.9387518,167.9575732,1307.154,B2
J102_B1_9,Area,5867,115.4924645,121.6059209,67.5990206,65.36619607,312.712,B2
J102_B1_9,Area,10607,243.3261192,219.7544084,62.64852273,58.90097565,532.57,B2
J102_B1_9,Extent,6075,382.6761856,331.0589071,61.46039986,60.1548515,751.232,B2
J102_B1_9,Extent,922,61.89352384,56.56854249,19.50272893,19.75625968,137.248,B2
J102_B1_9,Extent,3297,208.7353959,183.6736236,29.44570732,25.66950461,412.94,B2
J102_B1_10,Area,20614,390.8992397,347.4622282,109.8284794,88.41880151,857.958,B2
J102_B1_10,Area,18066,202.3335363,197.9141228,119.7330936,116.9612569,548.176,B2
J102_B1_10,Extent,2968,193.4714817,170.8478856,27.38788257,24.38863489,389.03,B2
J102_B1_10,Extent,5558,356.3929461,309.1294227,55.6543062,53.79072786,698.226,B2
J106_B1_1,Area,17876,211.4913647,204.7071078,119.4775011,113.4615341,563.284,B2
J106_B1_1,Extent,2815,181.4413294,160.1124605,31.30742546,27.72742032,366.164,B2
J106_B1_2,Area,31737,343.6326769,328.3854443,148.4060787,134.9415108,979.944,B2
J106_B1_2,Area_C,4989,321.0528741,278.8906596,49.52495267,46.65595315,636.2,B2
J106_B1_3,Area,68455,482.0252243,490.8818595,259.9867371,221.3446573,1347.408,B2
J106_B1_3,Extent,5345,336.4069069,291.4961406,61.92787831,62.89514599,670.214,B2
J106_B1_4,Area,37972,427.6022429,410.9038817,141.7246574,125.7011797,1020.874,B2
J106_B1_4,Extent,37972,427.6022429,410.9038817,141.7246574,125.7011797,1020.874,B2
J106_B1_5,Area,17334,249.587639,249.3030285,107.6818844,96.92564633,630.342,B2
J106_B1_5,Extent,3448,225.418732,196.3670033,31.27180303,27.88973794,437.12,B2
J106_B1_6,Area,23171,349.5964512,317.0425839,134.3832703,110.1397188,938.022,B2
J106_B1_6,Area,41339,342.5055307,353.2364647,240.5452422,213.5415645,1111.206,B2
J106_B1_6,Extent,5043,326.7289686,284.6752536,49.89031099,44.24236466,638.214,B2
J106_B1_6,Extent,5008,316.8543654,273.2471409,52.67215115,49.21726428,626.622,B2
J106_B1_7,Area,35657,310.2795402,303.726851,171.2747958,155.3248495,856.136,B2
J106_B1_7,Extent,4025,261.3873366,228.0438554,25.78516359,23.12779306,505.678,B2
J106_B1_8,Area,41329,455.6661236,420.9322986,149.646646,133.7905494,1089.384,B2
J106_B1_8,Extent,5804,372.2148386,320.1562119,52.02284638,47.58919123,719.896,B2
J106_B1_9,Area,21823,219.5779534,220.4926303,138.8812472,132.1511795,621.742,B2
J106_B1_9,Extent,2563,168.3117389,147.8005413,23.88488085,21.86999005,334.864,B2
J120_B1_4,Area,37949,558.2386144,482.1970552,167.4565909,137.3784865,1257.676,B2
J120_B1_4,Extent,7748,482.9302137,401.9564653,98.5531199,100.3674097,958.748,B2
J120_B1_7,Area,6936,146.7362999,142.0211252,62.2756335,62.7091036,363.158,B2
J120_B1_7,Extent,2034,133.2050578,119.2392553,21.76812761,20.97966068,271.668,B2
J120_B1_13,Area,140977,761.069212,734.0633488,339.2316898,286.3900733,2294.296,B2
J120_B1_13,Area,9361,177.6593083,160.3121954,85.72309901,77.85387839,446.266,B2
J120_B1_13,Extent,6101,390.0248883,337.4092471,64.78449061,63.64785247,757.182,B2
J120_B1_13,Extent,2343,155.8089685,138.9244399,20.84740942,20.37548924,307.872,B2
J120_B1_14,Area,2439,70.90508545,68.47627326,43.13351365,44.94658709,197.362,B2
J120_B1_14,Area,40814,557.0536412,557.5598623,211.5365508,198.7911929,1460.72,B2
J120_B1_14,Extent,565,37.89985303,35.22782991,17.6,19.24615886,95.044,B2
J120_B1_14,Extent,9639,588.4008198,486.9630376,122.555444,133.1801742,1183.638,B2
J120_B1_16,Area,54716,614.5023156,583.2117969,286.7640433,231.9395803,1760.948,B2
J120_B1_16,Extent,8876,543.5620817,457.2198596,118.9509619,127.8977583,1100.772,B2
J120_B1_17,Area,21419,333.1720059,314.2292157,107.913484,95.25537469,823.512,B2
J120_B1_17,Area,30980,338.5655958,328.2499048,144.8000865,133.9022577,859.97,B2
J120_B1_17,Extent,4921,314.1842259,273.7151804,48.99133293,45.98881546,620.71,B2
J120_B1_17,Extent,5526,348.1239976,304.9262206,52.21901857,48.65631639,684.786,B2
J120_B1_20,Area,33082,277.9276586,290.4083332,163.4838924,158.8626164,791.206,B2
J120_B1_20,Area,24683,254.5271196,234.3608329,138.9523992,133.5803742,736.824,B2
J120_B1_20,Extent,2466,162.5905888,144.2497834,20.80319497,20.3484285,329.4,B2
J120_B1_20,Extent,3274,213.6536187,187.6272901,28.40480193,25.06966719,422.8,B2
J120_B1_21,Area,39886,431.3176735,387.3719143,139.9381283,129.0290741,998.85,B2
J120_B1_21,Extent,5720,364.8565347,314.3405796,59.5939616,57.53501851,718.902,B2
J120_B1_25,Area,20375,339.8476631,311.8878003,117.3166516,96.38245616,777.028,B2
J120_B1_25,Extent,4801,308.8387749,270.5198699,47.71389829,43.42954209,611.156,B2
J120_B1_28,Area,24633,277.9970498,259.7556544,160.3760689,151.5425043,886.136,B2
J120_B1_28,Extent,4268,270.4607351,235.4676199,43.07299994,40.90931064,543.424,B2
J126_B1_5,Area,21484,318.6427968,287.210724,112.9267648,98.61575828,756.022,B2
J126_B1_5,Area,6111,135.6605107,134.1827113,62.51094286,62.54921657,352.228,B2
J126_B1_5,Area,2844,82.06966565,81.93289938,44.04100085,45.21451646,216.916,B2
J126_B1_5,Extent,4341,279.0647811,241.8532613,43.39503586,39.69784142,553.946,B2
J126_B1_5,Extent,1830,120.0920041,107.8702925,23.87545962,22.03243038,247.184,B2
J126_B1_5,Extent,722,48.31158083,44.20407221,18.30164924,19.53234967,114.598,B2
J126_B1_6,Area,9683,149.65507,141.6615685,82,83.89748252,401.26,B2
J126_B1_6,Area,2894,78.7777425,77.07788269,46.2564223,48.15089927,215.4,B2
J126_B1_6,Area,9143,193.1919817,185.148589,73.90357268,70.48963296,483.858,B2
J126_B1_6,Extent,1916,129.5652183,115.2128465,18.71270198,19.66477996,254.42,B2
J126_B1_6,Extent,1059,70.29562587,63.41135545,19.36520273,20.03967048,154.534,B2
J126_B1_6,Extent,2822,179.9723405,159.4772711,36.14148817,32.57548331,365.744,B2
J126_B1_11,Area,18276,381.4225186,339.0943821,77.57906549,69.00313071,804.888,B2
J126_B1_11,Extent,5421,352.4757065,306.2286727,37.24226499,29.33435297,686.57,B2
J126_B1_12,Area,6974,106.0914212,113.6001761,85.55992052,90.46011461,391.896,B2
J126_B1_12,Extent,1193,75.22627249,67.67569726,24.64449941,23.12490933,170.98,B2
J126_B1_16,Area,8804,171.7729894,159.0220111,67.01269441,70.41846506,424.432,B2
J126_B1_16,Area,4605,95.93214946,100.895986,72.51939002,67.94774395,288.712,B2
J126_B1_16,Area,14738,193.1514279,199.379036,102,98.6526978,507.514,B2
J126_B1_16,Extent,2597,171.9253962,152.3285922,22.60797612,21.35132491,337.528,B2
