date,Tank,ParentTrt,mV_1,mV_2,mV_3,mV_mean,salinity_1,salinity_2,salinity_3,sal_mean,pH_batch,pH_meas,NBScorr,pHNBS,Swcorr,pHSW,salinity_batch,salinity,temperature,Exposure_vals,Block,bottle_sample,bottle_ID_AUTO,rundate_DDMMMYYYY,Ries_ID_AUTO,Actual_Ries_ID,Recalculated,Flag,UseForCalcite,mV,VindtaTemp,DIC_raw,DIC_corr,DIC_fromAlk,Alk_raw,Alk_corr,AT_Calc_NBS,pCO2_NBS,HCO3_NBS,CO3_NBS,CO2_NBS,SatCalcite_NBS,SatArag_NBS,AT_Calc_SW,pCO2_SW,HCO3_SW,CO3_SW,CO2_SW,SatCalcite_SW,SatArag_SW,pCO2_ATDIC,HCO3_ATDIC,CO3_ATDIC,CO2_ATDIC,SatCalcite_ATDIC,SatArag_ATDIC
20180622,17,400,-73,-72,-73,-72.66666667,19.6,19.7,19.6,19.63333333,10,7.676300578,0.1367028,7.813003378,-0.138150177,7.674853201,10,19.812,19.8,TEST,NA,TRUE,L18_A_20180622_17,NA,L18_A_20180622_17_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180618,25,Acclimation,-69,-69,-69,-69,20.3,20.3,20.3,20.3,8,7.639534884,0.1408428,7.780377684,-0.138150177,7.642227506,8,20.412,19.4,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180618,26,Acclimation,-68,-68,-68,-68,20.4,20.4,20.3,20.36666667,8,7.622093023,0.1408428,7.762935823,-0.138150177,7.624785646,8,20.412,19.4,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180618,27,Acclimation,-69,-69,-69,-69,20.3,20.2,20.2,20.23333333,8,7.639534884,0.1401528,7.779687684,-0.138150177,7.641537506,8,20.312,19.1,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180618,28,Acclimation,-68,-68,-68,-68,19.9,19.9,19.9,19.9,8,7.622093023,0.1380828,7.760175823,-0.138150177,7.622025646,8,20.012,19,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180618,29,Acclimation,-68,-68,-68,-68,20,20.1,20,20.03333333,8,7.622093023,0.1387728,7.760865823,-0.138150177,7.622715646,8,20.112,18.8,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180618,30,Acclimation,-69,-69,-69,-69,20,20,19.9,19.96666667,8,7.639534884,0.1380828,7.777617684,-0.138150177,7.639467506,8,20.012,18.8,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,1,2600,-34,-34,-34,-34,19.5,19.5,19.5,19.5,11,7.034883721,0.1348628,7.169746521,-0.138150177,7.031596344,11,19.54533333,19.7,PRE-EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,2,2600,-38,-38,-38,-38,19.5,19.5,19.5,19.5,11,7.104651163,0.1348628,7.239513963,-0.138150177,7.101363785,11,19.54533333,19.9,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,3,2600,-37,-37,-37,-37,19.4,19.4,19.4,19.4,11,7.087209302,0.1341728,7.221382102,-0.138150177,7.083231925,11,19.44533333,19.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,22,400,-70,-70,-71,-70.33333333,19.5,19.5,19.5,19.5,5,7.677966102,0.1364728,7.814438902,-0.138150177,7.676288724,5,19.77866667,19.4,EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180705,6,400,-76,-76,-76,-76,20,20,20,20,18,7.679245283,0.1367028,7.815948083,-0.138150177,7.677797906,18,19.812,19,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180622,23,400,-73,-73,-73,-73,19.7,19.6,19.7,19.66666667,10,7.682080925,0.1373928,7.819473725,-0.138150177,7.681323547,10,19.912,19.8,TEST,NA,TRUE,L18_A_20180622_23,NA,L18_A_20180622_23_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,7,2600,-36,-36,-36,-36,19.9,19.8,19.8,19.83333333,11,7.069767442,0.1369328,7.206700242,-0.138150177,7.068550064,11,19.84533333,19.3,PRE-EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,8,2600,-37,-37,-37,-37,19.9,19.9,19.9,19.9,11,7.087209302,0.1376228,7.224832102,-0.138150177,7.086681925,11,19.94533333,19.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,9,2600,-37,-37,-37,-37,19.8,19.8,19.7,19.76666667,11,7.087209302,0.1362428,7.223452102,-0.138150177,7.085301925,11,19.74533333,19.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180709,18,400,-68,-68,-68,-68,20,20,20,20,19,7.683745583,0.1373928,7.821138383,-0.138150177,7.682988206,19,19.912,19.9,EXPOSURE,B3,TRUE,L18_A_20180709_18,NA,L18_A_20180709_18_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180709,16,400,-68,-68,-68,-68,20.1,20.1,20.1,20.1,19,7.683745583,0.1380828,7.821828383,-0.138150177,7.683678206,19,20.012,19.7,EXPOSURE,B1,TRUE,L18_A_20180709_16,NA,L18_A_20180709_16_NA,L18_A_20180709_16_06Jul2019,L18_Recalc_06Jul19,F,F,151.15,24.959,1459.38,1464.89867,1469.192453,1519.64,1523.058716,1500.155762,781.276652,1394.529742,42.77126971,27.59768663,1.13171678,0.69352935,1502.3,762.3262205,1394.159198,43.81121579,26.92828474,1.159233485,0.710391911,608.55,1388.93,54.47,21.50,1.44,0.88
20180709,4,400,-68,-68,-68,-68,20.1,20.1,20.1,20.1,19,7.683745583,0.1380828,7.821828383,-0.138150177,7.683678206,19,20.012,20.5,EXPOSURE,B1,TRUE,L18_A_20180709_4,NA,L18_A_20180709_4_NA,L18_A_2010709_04_06Jul2019,L18_Recalc_06Jul19,F,F,156.45,24.858,1462.3,1467.829712,1464.094883,1508.25,1512.217726,1505.173096,788.6227096,1396.508025,44.08564132,27.23602003,1.169835826,0.718262814,1507.635986,767.166924,1396.046038,45.28862976,26.49501904,1.20175776,0.737862435,729.34,1395.07,47.57,25.19,1.26,0.78
20180620,13,2600,-36,-36,-36,-36,19.5,19.5,19.4,19.46666667,11,7.069767442,0.1341728,7.203940242,-0.138150177,7.065790064,11,19.44533333,18.9,PRE-EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,14,2600,-36,-36,-36,-36,19.6,19.6,19.5,19.56666667,11,7.069767442,0.1348628,7.204630242,-0.138150177,7.066480064,11,19.54533333,19,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,15,2600,-36,-36,-36,-36,19.6,19.6,19.5,19.56666667,11,7.069767442,0.1348628,7.204630242,-0.138150177,7.066480064,11,19.54533333,18.9,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180709,6,400,-68,-68,-68,-68,20.1,20.1,20.1,20.1,19,7.683745583,0.1380828,7.821828383,-0.138150177,7.683678206,19,20.012,19.9,EXPOSURE,B3,TRUE,L18_A_20180709_6,NA,L18_A_20180709_6_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180709,17,400,-68,-68,-68,-68,20.1,20.1,20.1,20.1,19,7.683745583,0.1380828,7.821828383,-0.138150177,7.683678206,19,20.012,19.7,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180626,4,400,-76,-76,-76,-76,20.2,20.2,20.2,20.2,14,7.686538462,0.1378528,7.824391262,-0.138150177,7.686241084,14,19.97866667,19.1,EXPOSURE,B1,TRUE,L18_A_20180626_4,NA,L18_A_20180626_4_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,19,2600,-31,-31,-31,-31,19.1,19.1,19,19.06666667,11,6.98255814,0.1314128,7.11397094,-0.138150177,6.975820762,11,19.04533333,19.8,PRE-EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,20,2600,-31,-30,-30,-30.33333333,19.2,19.2,19.2,19.2,11,6.970930233,0.1327928,7.103723033,-0.138150177,6.965572855,11,19.24533333,19.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,21,2600,-30,-30,-30,-30,19.1,19,19,19.03333333,11,6.965116279,0.1314128,7.096529079,-0.138150177,6.958378902,11,19.04533333,19.9,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180626,5,400,-76,-76,-76,-76,20.2,20.2,20.2,20.2,14,7.686538462,0.1378528,7.824391262,-0.138150177,7.686241084,14,19.97866667,19.1,EXPOSURE,B2,TRUE,L18_A_20180626_5,NA,L18_A_20180626_5_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180626,6,400,-76,-76,-76,-76,20.2,20.2,20.2,20.2,14,7.686538462,0.1378528,7.824391262,-0.138150177,7.686241084,14,19.97866667,19.1,NA,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,23,400,-71,-71,-71,-71,19.5,19.5,19.5,19.5,5,7.689265537,0.1364728,7.825738337,-0.138150177,7.687588159,5,19.77866667,19.5,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,25,Acclimation,-68,-68,-68,-68,19.3,19.3,19.3,19.3,11,7.627906977,0.1334828,7.761389777,-0.138150177,7.623239599,11,19.34533333,18.3,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,26,Acclimation,-68,-68,-68,-68,19.4,19.4,19.3,19.36666667,11,7.627906977,0.1334828,7.761389777,-0.138150177,7.623239599,11,19.34533333,18.3,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,27,Acclimation,-68,-68,-68,-68,19.3,19.2,19.2,19.23333333,11,7.627906977,0.1327928,7.760699777,-0.138150177,7.622549599,11,19.24533333,18.1,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,28,Acclimation,-63,-63,-63,-63,19.2,19.2,19.3,19.23333333,11,7.540697674,0.1334828,7.674180474,-0.138150177,7.536030297,11,19.34533333,20.2,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,29,Acclimation,-69,-69,-69,-69,19.2,19.2,19.1,19.16666667,11,7.645348837,0.1321028,7.777451637,-0.138150177,7.63930146,11,19.14533333,20.5,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180620,30,Acclimation,-69,-69,-69,-69,19.1,19.1,19,19.06666667,11,7.645348837,0.1314128,7.776761637,-0.138150177,7.63861146,11,19.04533333,20.5,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,1,2600,-38,-38,-38,-38,19.4,19.4,19.4,19.4,5,7.129943503,0.1357828,7.265726303,-0.138150177,7.127576125,5,19.67866667,19,EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,2,2600,-46,-46,-46,-46,19.4,19.5,19.4,19.43333333,5,7.265536723,0.1357828,7.401319523,-0.138150177,7.263169346,5,19.67866667,19,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,3,2600,-41,-41,-41,-41,19.3,19.3,19.4,19.33333333,5,7.18079096,0.1357828,7.31657376,-0.138150177,7.178423583,5,19.67866667,19.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,24,400,-71,-71,-71,-71,19.5,19.5,19.5,19.5,5,7.689265537,0.1364728,7.825738337,-0.138150177,7.687588159,5,19.77866667,19.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180711,4,400,-75,-75,-76,-75.33333333,20.1,20.1,20.1,20.1,20,7.689189189,0.1367028,7.825891989,-0.138150177,7.687741812,20,19.812,19.3,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180711,6,400,-76,-75,-75,-75.33333333,20.1,20.1,20.1,20.1,20,7.689189189,0.1367028,7.825891989,-0.138150177,7.687741812,20,19.812,18.9,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,7,2600,-43,-42,-42,-42.33333333,19.5,19.5,19.5,19.5,5,7.203389831,0.1364728,7.339862631,-0.138150177,7.201712453,5,19.77866667,18.9,EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,8,2600,-44,-44,-44,-44,19.5,19.5,19.5,19.5,5,7.231638418,0.1364728,7.368111218,-0.138150177,7.229961041,5,19.77866667,19,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,9,2600,-44,-44,-44,-44,19.5,19.5,19.5,19.5,5,7.231638418,0.1364728,7.368111218,-0.138150177,7.229961041,5,19.77866667,19,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180709,5,400,-68,-69,-68,-68.33333333,20.1,20.1,20.1,20.1,19,7.689045936,0.1380828,7.827128736,-0.138150177,7.688978559,19,20.012,20.2,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180627,16,400,-74,-74,-74,-74,20,20,20,20,15,7.692307692,0.1360128,7.828320492,-0.138150177,7.690170315,15,19.712,19.6,EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180627,17,400,-74,-74,-74,-74,20,20,20,20,15,7.692307692,0.1360128,7.828320492,-0.138150177,7.690170315,15,19.712,19.6,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,13,2600,-38,-38,-38,-38,19.5,19.5,19.6,19.53333333,5,7.129943503,0.1371628,7.267106303,-0.138150177,7.128956125,5,19.87866667,18.5,EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,14,2600,-38,-38,-38,-38,19.5,19.5,19.5,19.5,5,7.129943503,0.1364728,7.266416303,-0.138150177,7.128266125,5,19.77866667,18.6,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,15,2600,-39,-40,-40,-39.66666667,19.5,19.5,19.5,19.5,5,7.15819209,0.1364728,7.29466489,-0.138150177,7.156514713,5,19.77866667,18.6,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180627,18,400,-74,-74,-74,-74,20,20,20,20,15,7.692307692,0.1360128,7.828320492,-0.138150177,7.690170315,15,19.712,19.9,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180627,23,400,-74,-74,-74,-74,20,20,20,20,15,7.692307692,0.1360128,7.828320492,-0.138150177,7.690170315,15,19.712,20.1,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,6,400,-79,-80,-80,-79.66666667,20,20,20,20,26,7.694980695,0.1364728,7.831453495,-0.138150177,7.693303318,26,19.77866667,19.6,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,19,2600,-36,-35,-35,-35.33333333,19.4,19.3,19.3,19.33333333,5,7.084745763,0.1350928,7.219838563,-0.138150177,7.081688385,5,19.57866667,19.7,EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,20,2600,-36,-36,-37,-36.33333333,19.3,19.3,19.3,19.3,5,7.101694915,0.1350928,7.236787715,-0.138150177,7.098637538,5,19.57866667,18.9,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,21,2600,-36,-37,-37,-36.66666667,19.3,19.3,19.2,19.26666667,5,7.107344633,0.1344028,7.241747433,-0.138150177,7.103597255,5,19.47866667,19.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180627,22,400,-74,-75,-74,-74.33333333,20.1,20.1,20.1,20.1,15,7.698076923,0.1367028,7.834779723,-0.138150177,7.696629546,15,19.812,20.2,EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180622,6,400,-74,-74,-74,-74,19.4,19.4,19.4,19.4,10,7.699421965,0.1353228,7.834744765,-0.138150177,7.696594588,10,19.612,19.9,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180629,16,400,-77,-76,-77,-76.66666667,19.6,19.6,19.6,19.6,16,7.701149425,0.1341728,7.835322225,-0.138150177,7.697172048,16,19.44533333,18.9,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,25,Acclimation,-58,-57,-58,-57.66666667,19.4,19.5,19.5,19.46666667,5,7.463276836,0.1364728,7.599749636,-0.138150177,7.461599459,5,19.77866667,19.5,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,26,Acclimation,-59,-59,-59,-59,19.4,19.4,19.4,19.4,5,7.485875706,0.1357828,7.621658506,-0.138150177,7.483508329,5,19.67866667,19.3,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,27,Acclimation,-59,-59,-59,-59,19.4,19.4,19.4,19.4,5,7.485875706,0.1357828,7.621658506,-0.138150177,7.483508329,5,19.67866667,19.2,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,28,Acclimation,-55,-55,-54,-54.66666667,19.4,19.4,19.4,19.4,5,7.412429379,0.1357828,7.548212179,-0.138150177,7.410062001,5,19.67866667,19.5,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,29,Acclimation,-56,-56,-56,-56,19.4,19.4,19.4,19.4,5,7.435028249,0.1357828,7.570811049,-0.138150177,7.432660871,5,19.67866667,19.4,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,30,Acclimation,-57,-57,-57,-57,19.4,19.4,19.4,19.4,5,7.451977401,0.1357828,7.587760201,-0.138150177,7.449610024,5,19.67866667,19.5,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
