date,Tank,ParentTrt,mV_1,mV_2,mV_3,mV_mean,salinity_1,salinity_2,salinity_3,sal_mean,pH_batch,pH_meas,NBScorr,pHNBS,Swcorr,pHSW,salinity_batch,salinity,temperature,Exposure_vals,Block,bottle_sample,bottle_ID_AUTO,rundate_DDMMMYYYY,Ries_ID_AUTO,Actual_Ries_ID,Recalculated,Flag,UseForCalcite,mV,VindtaTemp,DIC_raw,DIC_corr,DIC_fromAlk,Alk_raw,Alk_corr,AT_Calc_NBS,pCO2_NBS,HCO3_NBS,CO3_NBS,CO2_NBS,SatCalcite_NBS,SatArag_NBS,AT_Calc_SW,pCO2_SW,HCO3_SW,CO3_SW,CO2_SW,SatCalcite_SW,SatArag_SW,pCO2_ATDIC,HCO3_ATDIC,CO3_ATDIC,CO2_ATDIC,SatCalcite_ATDIC,SatArag_ATDIC
20180720,22,400,-78,-78,-78,-78,20,20,20,20,25,7.76744186,0.1367028,7.90414466,-0.138150177,7.765994483,25,19.812,19.1,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180629,19,2600,-40,-39,-39,-39.33333333,19.6,19.6,19.6,19.6,16,7.057471264,0.1341728,7.191644064,-0.138150177,7.053493887,16,19.44533333,19.3,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180629,20,2600,-42,-43,-42,-42.33333333,19.6,19.6,19.6,19.6,16,7.109195402,0.1341728,7.243368202,-0.138150177,7.105218025,16,19.44533333,19.1,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180629,21,2600,-40,-41,-40,-40.33333333,19.6,19.6,19.6,19.6,16,7.074712644,0.1341728,7.208885444,-0.138150177,7.070735266,16,19.44533333,19.3,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,11,400,-78,-78,-78,-78,20.1,20.1,20.1,20.1,25,7.76744186,0.1373928,7.90483466,-0.138150177,7.766684483,25,19.912,18.6,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,17,400,-78,-78,-78,-78,20.1,20.1,20.1,20.1,25,7.76744186,0.1373928,7.90483466,-0.138150177,7.766684483,25,19.912,19.3,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180730,4,400,-82,-82,-82,-82,20.1,20.1,20.1,20.1,30,7.767307692,0.1387728,7.906080492,-0.138150177,7.767930315,30,20.112,19.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180629,25,Acclimation,-89,-88,-90,-89,19.6,19.6,19.6,19.6,16,7.913793103,0.1341728,8.047965903,-0.138150177,7.909815726,16,19.44533333,19,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180629,26,Acclimation,-86,-86,-85,-85.66666667,19.6,19.6,19.6,19.6,16,7.856321839,0.1341728,7.990494639,-0.138150177,7.852344462,16,19.44533333,18.9,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180629,27,Acclimation,-87,-88,-87,-87.33333333,19.6,19.6,19.6,19.6,16,7.885057471,0.1341728,8.019230271,-0.138150177,7.881080094,16,19.44533333,18.9,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180629,28,Acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.138150177,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180629,29,Acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.138150177,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180629,30,Acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.138150177,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,1,2600,-36,-37,-37,-36.66666667,19.9,19.9,19.9,19.9,12,7.069632495,0.1362428,7.205875295,-0.138150177,7.067725118,12,19.74533333,19.8,EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,2,2600,-37,-37,-38,-37.33333333,19.9,19.9,20,19.93333333,12,7.081237911,0.1369328,7.218170711,-0.138150177,7.080020534,12,19.84533333,19.5,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,3,2600,-37,-37,-37,-37,19.8,19.8,19.8,19.8,12,7.075435203,0.1355528,7.210988003,-0.138150177,7.072837826,12,19.64533333,19.5,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,16,400,-84,-85,-83,-84,20.1,20.1,20.1,20.1,26,7.77027027,0.1371628,7.90743307,-0.138150177,7.769282893,26,19.87866667,19.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,17,400,-77,-77,-77,-77,19.9,19.9,19.9,19.9,12,7.771760155,0.1362428,7.908002955,-0.138150177,7.769852777,12,19.74533333,19.6,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,23,400,-77,-77,-77,-77,19.9,19.9,19.9,19.9,12,7.771760155,0.1362428,7.908002955,-0.138150177,7.769852777,12,19.74533333,19.7,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,7,2600,-43,-41,-42,-42,19.9,19.9,19.9,19.9,12,7.162475822,0.1362428,7.298718622,-0.138150177,7.160568445,12,19.74533333,19.5,EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,8,2600,-41,-39,-40,-40,19.9,19.9,19.9,19.9,12,7.127659574,0.1362428,7.263902374,-0.138150177,7.125752197,12,19.74533333,19.4,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,9,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.138150177,NA,NA,NA,NA,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,23,400,-78,-79,-78,-78.33333333,20,20,20,20,25,7.773255814,0.1367028,7.909958614,-0.138150177,7.771808437,25,19.812,19.1,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180718,12,400,-86,-85,-84,-85,19.8,19.7,19.7,19.73333333,24,7.776937618,0.1339428,7.910880418,-0.138150177,7.772730241,24,19.412,19.5,TEST,B3,TRUE,L18_A_20180718_12,NA,L18_A_20180718_12_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180718,5,400,-86,-85,-84,-85,19.9,19.8,19.8,19.83333333,24,7.776937618,0.1346328,7.911570418,-0.138150177,7.773420241,24,19.512,17.9,TEST,B2,TRUE,L18_A_20180718_5,NA,L18_A_20180718_5_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,13,2600,-37,-37,-37,-37,19.9,19.9,19.9,19.9,12,7.075435203,0.1362428,7.211678003,-0.138150177,7.073527826,12,19.74533333,19.1,EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,14,2600,-37,-36,-37,-36.66666667,19.9,19.9,19.9,19.9,12,7.069632495,0.1362428,7.205875295,-0.138150177,7.067725118,12,19.74533333,19.5,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,15,2600,-79,-78,-78,-78.33333333,19.9,19.9,19.9,19.9,12,7.794970986,0.1362428,7.931213786,-0.138150177,7.793063609,12,19.74533333,19,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,23,400,-86,-85,-82,-84.33333333,20.1,20.1,20.1,20.1,26,7.776061776,0.1371628,7.913224576,-0.138150177,7.775074399,26,19.87866667,19.1,EXPOSURE,B2,TRUE,L18_A_20180723_23,NA,L18_A_20180723_23_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,24,400,-85,-84,-84,-84.33333333,20.1,20.1,20.1,20.1,26,7.776061776,0.1371628,7.913224576,-0.138150177,7.775074399,26,19.87866667,18.9,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180613,16,400,-80,-80,-80,-80,20.2,20.1,20.1,20.13333333,6,7.775862069,0.1385428,7.914404869,-0.138150177,7.776254692,6,20.07866667,19.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,19,2600,-36,-36,-35,-35.66666667,19.9,19.9,19.9,19.9,12,7.052224371,0.1362428,7.188467171,-0.138150177,7.050316994,12,19.74533333,19.8,EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,20,2600,-37,-38,-37,-37.33333333,19.9,19.9,19.9,19.9,12,7.081237911,0.1362428,7.217480711,-0.138150177,7.079330534,12,19.74533333,19.5,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,21,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.138150177,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180613,17,400,-80,-80,-80,-80,20.1,20.1,20.1,20.1,6,7.775862069,0.1385428,7.914404869,-0.138150177,7.776254692,6,20.07866667,19.6,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180806,4,400,-80,-80,-80,-80,19.9,20,20,19.96666667,33,7.777996071,0.1387728,7.916768871,-0.138150177,7.778618693,33,20.112,19.6,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180806,5,400,-80,-80,-80,-80,20,20,20,20,33,7.777996071,0.1387728,7.916768871,-0.138150177,7.778618693,33,20.112,19.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,25,Acclimation,-79,-79,-78,-78.66666667,19.9,19.9,19.9,19.9,12,7.800773694,0.1362428,7.937016494,-0.138150177,7.798866317,12,19.74533333,19,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,26,Acclimation,-79,-79,-78,-78.66666667,20,19.9,19.9,19.93333333,12,7.800773694,0.1362428,7.937016494,-0.138150177,7.798866317,12,19.74533333,19,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,27,Acclimation,-79,-78,-70,-75.66666667,19.9,19.9,19.9,19.9,12,7.748549323,0.1362428,7.884792123,-0.138150177,7.746641946,12,19.74533333,18.9,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,28,Acclimation,-76,-77,-77,-76.66666667,19.9,19.8,19.9,19.86666667,12,7.765957447,0.1362428,7.902200247,-0.138150177,7.764050069,12,19.74533333,19.1,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,29,Acclimation,-76,-76,-76,-76,19.9,19.9,19.9,19.9,12,7.754352031,0.1362428,7.890594831,-0.138150177,7.752444654,12,19.74533333,19.2,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180703,30,Acclimation,-75,-76,-76,-75.66666667,19.8,19.8,19.8,19.8,12,7.748549323,0.1355528,7.884102123,-0.138150177,7.745951946,12,19.64533333,19.2,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,12,400,-79,-79,-78,-78.66666667,20,20,20,20,25,7.779069767,0.1367028,7.915772567,-0.138150177,7.77762239,25,19.812,18.7,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,24,400,-78,-79,-79,-78.66666667,20,20,20,20,25,7.779069767,0.1367028,7.915772567,-0.138150177,7.77762239,25,19.812,18.9,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180806,6,400,-80,-80,-80,-80,20.1,20.1,20.1,20.1,33,7.777996071,0.1394628,7.917458871,-0.138150177,7.779308693,33,20.212,19.4,EXPOSURE,B3,TRUE,L18_A_20180806_6,NA,L18_A_20180806_6_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,4,400,-79,-78,-79,-78.66666667,20.1,20.1,20.1,20.1,25,7.779069767,0.1373928,7.916462567,-0.138150177,7.77831239,25,19.912,20.1,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180705,1,2600,-41,-41,-42,-41.33333333,20,20,20,20,18,7.090566038,0.1367028,7.227268838,-0.138150177,7.08911866,18,19.812,19.3,EXPOSURE,B1,TRUE,L18_A_20180705_1,NA,L18_A_20180705_1_NA,L18_A_20180705_1maybe_09Jul19,L18_Recalc_09Jul19,F,T,184.75,24.503,1594.3,1597.256855,1580.878599,1524.1,1524.930416,1498.048584,3233.137083,1470.391615,11.22423411,115.6410167,0.297000441,0.181616645,1500.90332,3163.899591,1472.588142,11.50415451,113.1645693,0.304407314,0.18614597,2604.52,1489.80,14.30,93.16,0.38,0.23
20180705,13,2600,-39,-39,-39,-39,20,20,20,20,18,7.050943396,0.1367028,7.187646196,-0.138150177,7.049496019,18,19.812,19.3,EXPOSURE,B1,TRUE,L18_A_20180705_13,19-Jul-18,L18_A_20180705_13_19Jul2018,L18_A_20180705_13_19Jul2018,TRUE,F,T,181.9,25.031,1649.05,1648.819207,1679.246757,1584.48,1585.927099,1534.49939,3626.470373,1508.609621,10.55344395,129.6561256,0.279100089,0.170748034,1537.2,3556.191752,1510.84946,10.77387712,127.1958532,0.285083705,0.174329526,2426.22,1545.52,16.56,86.74,0.44,0.27
20180705,19,2600,-37,-37,-37,-37,20,20,20,20,18,7.016981132,0.1367028,7.153683932,-0.138150177,7.015533755,18,19.812,19.6,EXPOSURE,B1,TRUE,L18_A_20180705_19,19-Jul-18,L18_A_20180705_19_19Jul2018,NA,TRUE,F,T,182.3,24.955999,1673.13,1672.895837,1668.533621,1565.65,1566.869349,1546.614014,3968.933864,1522.248738,9.955531012,140.6915893,0.263563312,0.161356675,1549.7,3888.519595,1524.821352,10.17679469,137.8977118,0.269567846,0.164957752,3464.61,1538.43,11.65,122.81,0.31,0.19
20180705,7,2600,-41,-41,-41,-41,20,20,20,20,18,7.08490566,0.1367028,7.22160846,-0.138150177,7.083458283,18,19.812,19,EXPOSURE,B1,TRUE,L18_A_20180705_7,19-Jul-18,L18_A_20180705_7_19Jul2018,NA,TRUE,F,T,178.75,24.969,1900.89,1900.623961,1897.826561,1807.41,1809.205056,1779.146729,3873.645752,1747.856485,13.07827378,139.6891428,0.345515863,0.211232101,1782.0,3802.061455,1750.125354,13.33423332,137.1643149,0.352466868,0.215383881,3165.94,1770.05,16.41,114.17,0.43,0.27
20180705,2,2600,-42,-42,-42,-42,20,20,20,20,18,7.101886792,0.1367028,7.238589592,-0.138150177,7.100439415,18,19.812,19.1,EXPOSURE,B2,TRUE,L18_A_20180705_2,NA,L18_A_20180705_2_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180705,3,2600,-42,-41,-41,-41.33333333,20,20,20,20,18,7.090566038,0.1367028,7.227268838,-0.138150177,7.08911866,18,19.812,19.6,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180730,23,400,-82,-83,-83,-82.66666667,20.1,20.1,20.1,20.1,30,7.778846154,0.1387728,7.917618954,-0.138150177,7.779468776,30,20.112,18.9,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180803,4,400,-81,-82,-82,-81.66666667,20,20,20,20,32,7.780582524,0.1387728,7.919355324,-0.138150177,7.781205147,32,20.112,19.9,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180705,8,2600,-41,-41,-41,-41,20,20,20,20,18,7.08490566,0.1367028,7.22160846,-0.138150177,7.083458283,18,19.812,19.1,EXPOSURE,B2,TRUE,L18_A_20180705_8,19-Jul-18,L18_A_20180705_8_19Jul2018,L_18_A_20180705_8_19Jul2018,TRUE,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180705,9,2600,-41,-41,-42,-41.33333333,20,20,20,20,18,7.090566038,0.1367028,7.227268838,-0.138150177,7.08911866,18,19.812,18.9,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180718,11,400,-86,-85,-85,-85.33333333,19.7,19.7,19.7,19.7,24,7.782608696,0.1339428,7.916551496,-0.138150177,7.778401318,24,19.412,19.5,TEST,B2,TRUE,L18_A_20180718_11,NA,L18_A_20180718_11_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180801,4,400,-82,-83,-83,-82.66666667,20.1,20.1,20.1,20.1,31,7.781368821,0.1387728,7.920141621,-0.138150177,7.781991444,31,20.112,19.9,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180705,14,2600,-38,-38,-38,-38,20,20,20,20,18,7.033962264,0.1367028,7.170665064,-0.138150177,7.032514887,18,19.812,19.3,EXPOSURE,B2,TRUE,L18_A_20180705_14,19-Jul-18,L18_A_20180705_14_19Jul2018,L18_A_20180705_14_19Jul2018,TRUE,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180705,15,2600,-38,-38,-38,-38,20.1,20,20,20.03333333,18,7.033962264,0.1367028,7.170665064,-0.138150177,7.032514887,18,19.812,19.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180613,18,400,-81,-80,-80,-80.33333333,20.2,20.1,20.1,20.13333333,6,7.781609195,0.1385428,7.920151995,-0.138150177,7.782001818,6,20.07866667,19.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,18,400,-79,-79,-79,-79,20,20,20,20,25,7.784883721,0.1367028,7.921586521,-0.138150177,7.783436344,25,19.812,19.4,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180705,20,2600,-38,-38,-37,-37.66666667,20.1,20.1,20,20.06666667,18,7.028301887,0.1367028,7.165004687,-0.138150177,7.026854509,18,19.812,19.2,EXPOSURE,B2,TRUE,L18_A_20180705_20,NA,L18_A_20180705_20_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180705,21,2600,-38,-39,-38,-38.33333333,20,20,20,20,18,7.039622642,0.1367028,7.176325442,-0.138150177,7.038175264,18,19.812,19.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180621,16,400,-77,-76,-77,-76.66666667,19.4,19.4,19.4,19.4,5,7.785310734,0.1357828,7.921093534,-0.138150177,7.782943357,5,19.67866667,19.7,EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
