pHLogSN,Site,pHLogIntMin,DateTimeGMT,pHTempF,mV,pH,Bottle,CuOnField
20430898,BARN,5,2018-11-01 16:20:00,56.1,-73.44,8.1,,Y
20430898,BARN,5,2018-11-01 16:25:00,56.1,-73.42,8.1,,Y
20430898,BARN,5,2018-11-01 16:30:00,56.18,-73.56,8.1,,Y
20430898,BARN,5,2018-11-01 16:35:00,56.18,-73.31,8.1,,Y
20430898,BARN,5,2018-11-01 16:40:00,56.05,-72.58,8.09,,Y
20430898,BARN,5,2018-11-01 16:45:00,55.75,-71.85,8.07,,Y
20430898,BARN,5,2018-11-01 16:50:00,55.27,-71.28,8.07,,Y
20430898,BARN,5,2018-11-01 16:55:00,55.01,-71.06,8.06,,Y
20430898,BARN,5,2018-11-01 17:00:00,54.92,-70.91,8.06,,Y
20430898,BARN,5,2018-11-01 17:05:00,54.84,-70.83,8.06,,Y
20430898,BARN,5,2018-11-01 17:10:00,54.75,-70.58,8.05,,Y
20430898,BARN,5,2018-11-01 17:15:00,54.71,-70.72,8.06,,Y
20430898,BARN,5,2018-11-01 17:20:00,54.62,-70.53,8.05,,Y
20430898,BARN,5,2018-11-01 17:25:00,54.58,-70.53,8.05,,Y
20430898,BARN,5,2018-11-01 17:30:00,54.62,-70.61,8.05,,Y
20430898,BARN,5,2018-11-01 17:35:00,54.71,-70.96,8.06,,Y
20430898,BARN,5,2018-11-01 17:40:00,54.84,-71.13,8.06,,Y
20430898,BARN,5,2018-11-01 17:45:00,54.92,-71.13,8.06,,Y
20430898,BARN,5,2018-11-01 17:50:00,55.01,-71.03,8.06,,Y
20430898,BARN,5,2018-11-01 17:55:00,55.05,-71.55,8.07,,Y
20430898,BARN,5,2018-11-01 18:00:00,55.1,-71.39,8.07,,Y
20430898,BARN,5,2018-11-01 18:05:00,55.05,-71.38,8.07,,Y
20430898,BARN,5,2018-11-01 18:10:00,55.05,-71.02,8.06,,Y
20430898,BARN,5,2018-11-01 18:15:00,55.01,-71.36,8.07,,Y
20430898,BARN,5,2018-11-01 18:20:00,55.01,-71.28,8.07,,Y
20430898,BARN,5,2018-11-01 18:25:00,54.97,-70.44,8.05,,Y
20430898,BARN,5,2018-11-01 18:30:00,54.97,-70.33,8.05,,Y
20430898,BARN,5,2018-11-01 18:35:00,54.97,-69.17,8.03,,Y
20430898,BARN,5,2018-11-01 18:40:00,54.97,-67.46,8,,Y
20430898,BARN,5,2018-11-01 18:45:00,54.97,-67.19,7.99,,Y
20430898,BARN,5,2018-11-01 18:50:00,54.97,-68.63,8.02,,Y
20430898,BARN,5,2018-11-01 18:55:00,54.97,-68.72,8.02,,Y
20430898,BARN,5,2018-11-01 19:00:00,54.97,-70.38,8.05,,Y
20430898,BARN,5,2018-11-01 19:05:00,54.97,-70.83,8.06,,Y
20430898,BARN,5,2018-11-01 19:10:00,54.97,-71.53,8.07,,Y
20430898,BARN,5,2018-11-01 19:15:00,54.97,-71.86,8.08,,Y
20430898,BARN,5,2018-11-01 19:20:00,54.97,-72.1,8.08,,Y
20430898,BARN,5,2018-11-01 19:25:00,54.92,-72.25,8.08,,Y
20430898,BARN,5,2018-11-01 19:30:00,54.88,-72.35,8.09,,Y
20430898,BARN,5,2018-11-01 19:35:00,54.88,-72.22,8.08,,Y
20430898,BARN,5,2018-11-01 19:40:00,54.88,-72.05,8.08,,Y
20430898,BARN,5,2018-11-01 19:45:00,54.84,-71.89,8.08,,Y
20430898,BARN,5,2018-11-01 19:50:00,54.88,-72.16,8.08,,Y
20430898,BARN,5,2018-11-01 19:55:00,54.84,-72.46,8.09,,Y
20430898,BARN,5,2018-11-01 20:00:00,54.88,-72.35,8.09,,Y
20430898,BARN,5,2018-11-01 20:05:00,54.92,-72,8.08,,Y
20430898,BARN,5,2018-11-01 20:10:00,54.92,-71.74,8.07,,Y
20430898,BARN,5,2018-11-01 20:15:00,54.97,-71.02,8.06,,Y
20430898,BARN,5,2018-11-01 20:20:00,54.97,-69.91,8.04,,Y
20430898,BARN,5,2018-11-01 20:25:00,54.97,-69.42,8.03,,Y
20430898,BARN,5,2018-11-01 20:30:00,54.97,-69.88,8.04,,Y
20430898,BARN,5,2018-11-01 20:35:00,54.97,-69.46,8.03,,Y
20430898,BARN,5,2018-11-01 20:40:00,54.97,-69.46,8.03,,Y
20430898,BARN,5,2018-11-01 20:45:00,54.97,-69.66,8.04,,Y
20430898,BARN,5,2018-11-01 20:50:00,54.97,-69.99,8.04,,Y
20430898,BARN,5,2018-11-01 20:55:00,54.97,-70.22,8.05,,Y
20430898,BARN,5,2018-11-01 21:00:00,55.01,-70.49,8.05,,Y
20430898,BARN,5,2018-11-01 21:05:00,55.01,-70.78,8.06,,Y
20430898,BARN,5,2018-11-01 21:10:00,55.05,-70.63,8.05,,Y
20430898,BARN,5,2018-11-01 21:15:00,55.05,-70.44,8.05,,Y
20430898,BARN,5,2018-11-01 21:20:00,55.05,-70.24,8.05,,Y
20430898,BARN,5,2018-11-01 21:25:00,55.14,-69.92,8.04,,Y
20430898,BARN,5,2018-11-01 21:30:00,55.23,-69.6,8.03,,Y
20430898,BARN,5,2018-11-01 21:35:00,55.23,-69.44,8.03,,Y
20430898,BARN,5,2018-11-01 21:40:00,55.23,-69.31,8.03,,Y
20430898,BARN,5,2018-11-01 21:45:00,55.23,-69.16,8.03,,Y
20430898,BARN,5,2018-11-01 21:50:00,55.27,-68.67,8.02,,Y
20430898,BARN,5,2018-11-01 21:55:00,55.32,-68.22,8.01,,Y
20430898,BARN,5,2018-11-01 22:00:00,55.36,-68.16,8.01,,Y
20430898,BARN,5,2018-11-01 22:05:00,55.36,-68.31,8.01,,Y
20430898,BARN,5,2018-11-01 22:10:00,55.4,-68.16,8.01,,Y
20430898,BARN,5,2018-11-01 22:15:00,55.45,-68.06,8.01,,Y
20430898,BARN,5,2018-11-01 22:20:00,55.53,-67.61,8,,Y
20430898,BARN,5,2018-11-01 22:25:00,55.58,-67.14,7.99,,Y
20430898,BARN,5,2018-11-01 22:30:00,55.62,-66.77,7.98,,Y
20430898,BARN,5,2018-11-01 22:35:00,55.71,-66.27,7.97,,Y
20430898,BARN,5,2018-11-01 22:40:00,55.75,-65.81,7.97,,Y
20430898,BARN,5,2018-11-01 22:45:00,55.79,-65.19,7.95,,Y
20430898,BARN,5,2018-11-01 22:50:00,55.92,-64.78,7.95,,Y
20430898,BARN,5,2018-11-01 22:55:00,55.97,-64.31,7.94,,Y
20430898,BARN,5,2018-11-01 23:00:00,56.05,-63.88,7.93,,Y
20430898,BARN,5,2018-11-01 23:05:00,56.1,-63.28,7.92,,Y
20430898,BARN,5,2018-11-01 23:10:00,56.14,-62.69,7.91,,Y
20430898,BARN,5,2018-11-01 23:15:00,56.23,-62,7.9,,Y
20430898,BARN,5,2018-11-01 23:20:00,56.27,-61.3,7.88,,Y
20430898,BARN,5,2018-11-01 23:25:00,56.31,-60.8,7.87,,Y
20430898,BARN,5,2018-11-01 23:30:00,56.36,-60.3,7.86,,Y
20430898,BARN,5,2018-11-01 23:35:00,56.4,-59.7,7.85,,Y
20430898,BARN,5,2018-11-01 23:40:00,56.44,-58.88,7.84,,Y
20430898,BARN,5,2018-11-01 23:45:00,56.44,-58.06,7.82,,Y
20430898,BARN,5,2018-11-01 23:50:00,56.49,-57.45,7.81,,Y
20430898,BARN,5,2018-11-01 23:55:00,56.49,-56.69,7.8,,Y
20430898,BARN,5,2018-11-02 0:00:00,56.49,-55.99,7.79,,Y
20430898,BARN,5,2018-11-02 0:05:00,56.49,-55.24,7.77,,Y
20430898,BARN,5,2018-11-02 0:10:00,56.49,-54.47,7.76,,Y
20430898,BARN,5,2018-11-02 0:15:00,56.53,-53.63,7.74,,Y
20430898,BARN,5,2018-11-02 0:20:00,56.53,-52.77,7.73,,Y
20430898,BARN,5,2018-11-02 0:25:00,56.53,-52.02,7.71,,Y
20430898,BARN,5,2018-11-02 0:30:00,56.53,-51.44,7.7,,Y
20430898,BARN,5,2018-11-02 0:35:00,56.53,-50.64,7.69,,Y
20430898,BARN,5,2018-11-02 0:40:00,56.53,-49.78,7.67,,Y
20430898,BARN,5,2018-11-02 0:45:00,56.53,-48.95,7.66,,Y
20430898,BARN,5,2018-11-02 0:50:00,56.53,-48.27,7.65,,Y
20430898,BARN,5,2018-11-02 0:55:00,56.49,-47.6,7.63,,Y
20430898,BARN,5,2018-11-02 1:00:00,56.49,-46.77,7.62,,Y
20430898,BARN,5,2018-11-02 1:05:00,56.49,-46.11,7.61,,Y
20430898,BARN,5,2018-11-02 1:10:00,56.49,-45.38,7.59,,Y
20430898,BARN,5,2018-11-02 1:15:00,56.44,-44.69,7.58,,Y
20430898,BARN,5,2018-11-02 1:20:00,56.44,-43.78,7.56,,Y
20430898,BARN,5,2018-11-02 1:25:00,56.44,-42.33,7.54,,Y
20430898,BARN,5,2018-11-02 1:30:00,56.44,-40.59,7.51,,Y
20430898,BARN,5,2018-11-02 1:35:00,56.44,-39.52,7.49,,Y
20430898,BARN,5,2018-11-02 1:40:00,56.31,-41.08,7.52,,Y
20430898,BARN,5,2018-11-02 1:45:00,56.4,-41.05,7.52,,Y
20430898,BARN,5,2018-11-02 1:50:00,56.44,-40.95,7.51,,Y
20430898,BARN,5,2018-11-02 1:55:00,56.44,-40.66,7.51,,Y
20430898,BARN,5,2018-11-02 2:00:00,56.44,-40.55,7.51,,Y
20430898,BARN,5,2018-11-02 2:05:00,56.4,-41.22,7.52,,Y
20430898,BARN,5,2018-11-02 2:10:00,56.4,-41.52,7.52,,Y
20430898,BARN,5,2018-11-02 2:15:00,56.4,-41.36,7.52,,Y
20430898,BARN,5,2018-11-02 2:20:00,56.4,-42.47,7.54,,Y
20430898,BARN,5,2018-11-02 2:25:00,56.36,-44.02,7.57,,Y
20430898,BARN,5,2018-11-02 2:30:00,56.23,-48.5,7.65,,Y
20430898,BARN,5,2018-11-02 2:35:00,56.18,-50.2,7.68,,Y
20430898,BARN,5,2018-11-02 2:40:00,56.18,-51.77,7.71,,Y
20430898,BARN,5,2018-11-02 2:45:00,56.23,-51.89,7.71,,Y
20430898,BARN,5,2018-11-02 2:50:00,56.27,-52.44,7.72,,Y
20430898,BARN,5,2018-11-02 2:55:00,56.27,-53.19,7.74,,Y
20430898,BARN,5,2018-11-02 3:00:00,56.23,-53.8,7.75,,Y
20430898,BARN,5,2018-11-02 3:05:00,56.18,-54.72,7.76,,Y
20430898,BARN,5,2018-11-02 3:10:00,56.18,-55.17,7.77,,Y
20430898,BARN,5,2018-11-02 3:15:00,56.18,-55.44,7.78,,Y
20430898,BARN,5,2018-11-02 3:20:00,56.14,-55.38,7.78,,Y
20430898,BARN,5,2018-11-02 3:25:00,56.1,-55.6,7.78,,Y
20430898,BARN,5,2018-11-02 3:30:00,56.05,-55.77,7.78,,Y
20430898,BARN,5,2018-11-02 3:35:00,56.01,-56.16,7.79,,Y
20430898,BARN,5,2018-11-02 3:40:00,55.97,-57.77,7.82,,Y
20430898,BARN,5,2018-11-02 3:45:00,55.97,-58.42,7.83,,Y
20430898,BARN,5,2018-11-02 3:50:00,55.97,-58.25,7.83,,Y
20430898,BARN,5,2018-11-02 3:55:00,55.92,-59.33,7.85,,Y
20430898,BARN,5,2018-11-02 4:00:00,55.88,-60.52,7.87,,Y
20430898,BARN,5,2018-11-02 4:05:00,55.88,-60.95,7.88,,Y
20430898,BARN,5,2018-11-02 4:10:00,55.92,-60.61,7.87,,Y
20430898,BARN,5,2018-11-02 4:15:00,55.92,-60.03,7.86,,Y
20430898,BARN,5,2018-11-02 4:20:00,55.88,-60.35,7.87,,Y
20430898,BARN,5,2018-11-02 4:25:00,55.84,-60.83,7.87,,Y
20430898,BARN,5,2018-11-02 4:30:00,55.79,-61.27,7.88,,Y
20430898,BARN,5,2018-11-02 4:35:00,55.75,-61.41,7.89,,Y
20430898,BARN,5,2018-11-02 4:40:00,55.71,-61.47,7.89,,Y
20430898,BARN,5,2018-11-02 4:45:00,55.71,-62.16,7.9,,Y
20430898,BARN,5,2018-11-02 4:50:00,55.71,-62.74,7.91,,Y
20430898,BARN,5,2018-11-02 4:55:00,55.71,-63.66,7.93,,Y
20430898,BARN,5,2018-11-02 5:00:00,55.66,-64.81,7.95,,Y
20430898,BARN,5,2018-11-02 5:05:00,55.62,-65.52,7.96,,Y
20430898,BARN,5,2018-11-02 5:10:00,55.58,-65.66,7.96,,Y
20430898,BARN,5,2018-11-02 5:15:00,55.58,-66.14,7.97,,Y
20430898,BARN,5,2018-11-02 5:20:00,55.62,-66.61,7.98,,Y
20430898,BARN,5,2018-11-02 5:25:00,55.66,-66.77,7.98,,Y
20430898,BARN,5,2018-11-02 5:30:00,55.75,-66.39,7.98,,Y
20430898,BARN,5,2018-11-02 5:35:00,55.66,-65.97,7.97,,Y
20430898,BARN,5,2018-11-02 5:40:00,55.45,-65.8,7.97,,Y
20430898,BARN,5,2018-11-02 5:45:00,55.4,-65.92,7.97,,Y
20430898,BARN,5,2018-11-02 5:50:00,55.4,-66.1,7.97,,Y
20430898,BARN,5,2018-11-02 5:55:00,55.36,-66.16,7.97,,Y
20430898,BARN,5,2018-11-02 6:00:00,55.32,-66.71,7.98,,Y
20430898,BARN,5,2018-11-02 6:05:00,55.32,-67.14,7.99,,Y
20430898,BARN,5,2018-11-02 6:10:00,55.36,-67.46,8,,Y
20430898,BARN,5,2018-11-02 6:15:00,55.36,-67.64,8,,Y
20430898,BARN,5,2018-11-02 6:20:00,55.36,-67.97,8.01,,Y
20430898,BARN,5,2018-11-02 6:25:00,55.36,-68.13,8.01,,Y
20430898,BARN,5,2018-11-02 6:30:00,55.36,-68.13,8.01,,Y
20430898,BARN,5,2018-11-02 6:35:00,55.36,-68.13,8.01,,Y
20430898,BARN,5,2018-11-02 6:40:00,55.32,-68.46,8.01,,Y
20430898,BARN,5,2018-11-02 6:45:00,55.32,-68.25,8.01,,Y
20430898,BARN,5,2018-11-02 6:50:00,55.27,-68.14,8.01,,Y
20430898,BARN,5,2018-11-02 6:55:00,55.27,-68.1,8.01,,Y
20430898,BARN,5,2018-11-02 7:00:00,55.23,-67.92,8,,Y
20430898,BARN,5,2018-11-02 7:05:00,55.23,-67.78,8,,Y
20430898,BARN,5,2018-11-02 7:10:00,55.18,-67.21,7.99,,Y
20430898,BARN,5,2018-11-02 7:15:00,55.18,-66.17,7.97,,Y
20430898,BARN,5,2018-11-02 7:20:00,55.18,-65,7.95,,Y
20430898,BARN,5,2018-11-02 7:25:00,55.18,-64.71,7.95,,Y
20430898,BARN,5,2018-11-02 7:30:00,55.18,-66.38,7.98,,Y
20430898,BARN,5,2018-11-02 7:35:00,55.23,-67.24,7.99,,Y
20430898,BARN,5,2018-11-02 7:40:00,55.23,-67.58,8,,Y
20430898,BARN,5,2018-11-02 7:45:00,55.23,-67.75,8,,Y
20430898,BARN,5,2018-11-02 7:50:00,55.23,-67.44,8,,Y
20430898,BARN,5,2018-11-02 7:55:00,55.23,-67.71,8,,Y
20430898,BARN,5,2018-11-02 8:00:00,55.18,-68.13,8.01,,Y
20430898,BARN,5,2018-11-02 8:05:00,55.18,-68.49,8.01,,Y
20430898,BARN,5,2018-11-02 8:10:00,55.14,-68.8,8.02,,Y
20430898,BARN,5,2018-11-02 8:15:00,55.14,-68.85,8.02,,Y
20430898,BARN,5,2018-11-02 8:20:00,55.14,-69.13,8.03,,Y
20430898,BARN,5,2018-11-02 8:25:00,55.14,-69.27,8.03,,Y
20430898,BARN,5,2018-11-02 8:30:00,55.14,-69.06,8.03,,Y
20430898,BARN,5,2018-11-02 8:35:00,55.14,-68.22,8.01,,Y
20430898,BARN,5,2018-11-02 8:40:00,55.14,-67.58,8,,Y
20430898,BARN,5,2018-11-02 8:45:00,55.18,-67.03,7.99,,Y
20430898,BARN,5,2018-11-02 8:50:00,55.18,-67.97,8.01,,Y
20430898,BARN,5,2018-11-02 8:55:00,55.18,-67.92,8,,Y
20430898,BARN,5,2018-11-02 9:00:00,55.23,-68.41,8.01,,Y
20430898,BARN,5,2018-11-02 9:05:00,55.23,-68.5,8.01,,Y
20430898,BARN,5,2018-11-02 9:10:00,55.27,-68.83,8.02,,Y
20430898,BARN,5,2018-11-02 9:15:00,55.27,-68.56,8.02,,Y
20430898,BARN,5,2018-11-02 9:20:00,55.27,-67.75,8,,Y
20430898,BARN,5,2018-11-02 9:25:00,55.36,-67.75,8,,Y
20430898,BARN,5,2018-11-02 9:30:00,55.36,-67.14,7.99,,Y
20430898,BARN,5,2018-11-02 9:35:00,55.4,-67.08,7.99,,Y
20430898,BARN,5,2018-11-02 9:40:00,55.4,-66.72,7.98,,Y
20430898,BARN,5,2018-11-02 9:45:00,55.36,-67.02,7.99,,Y
20430898,BARN,5,2018-11-02 9:50:00,55.27,-67.69,8,,Y
20430898,BARN,5,2018-11-02 9:55:00,55.27,-68.41,8.01,,Y
20430898,BARN,5,2018-11-02 10:00:00,55.32,-68.96,8.02,,Y
20430898,BARN,5,2018-11-02 10:05:00,55.36,-69.11,8.03,,Y
20430898,BARN,5,2018-11-02 10:10:00,55.4,-69.46,8.03,,Y
20430898,BARN,5,2018-11-02 10:15:00,55.45,-69.89,8.04,,Y
20430898,BARN,5,2018-11-02 10:20:00,55.53,-70.25,8.05,,Y
20430898,BARN,5,2018-11-02 10:25:00,55.53,-70.33,8.05,,Y
20430898,BARN,5,2018-11-02 10:30:00,55.58,-70.16,8.04,,Y
20430898,BARN,5,2018-11-02 10:35:00,55.71,-69.6,8.03,,Y
20430898,BARN,5,2018-11-02 10:40:00,55.79,-69.35,8.03,,Y
20430898,BARN,5,2018-11-02 10:45:00,55.92,-69,8.02,,Y
20430898,BARN,5,2018-11-02 10:50:00,56.05,-68.35,8.01,,Y
20430898,BARN,5,2018-11-02 10:55:00,56.14,-67.92,8,,Y
20430898,BARN,5,2018-11-02 11:00:00,56.27,-67.19,7.99,,Y
20430898,BARN,5,2018-11-02 11:05:00,56.36,-66.77,7.98,,Y
20430898,BARN,5,2018-11-02 11:10:00,56.49,-66.41,7.97,,Y
20430898,BARN,5,2018-11-02 11:15:00,56.57,-66.11,7.97,,Y
20430898,BARN,5,2018-11-02 11:20:00,56.66,-65.42,7.96,,Y
20430898,BARN,5,2018-11-02 11:25:00,56.7,-64.83,7.95,,Y
20430898,BARN,5,2018-11-02 11:30:00,56.79,-64.35,7.94,,Y
20430898,BARN,5,2018-11-02 11:35:00,56.87,-63.86,7.93,,Y
20430898,BARN,5,2018-11-02 11:40:00,57,-63.56,7.92,,Y
20430898,BARN,5,2018-11-02 11:45:00,57.09,-63.47,7.92,,Y
20430898,BARN,5,2018-11-02 11:50:00,57.18,-63.17,7.91,,Y
20430898,BARN,5,2018-11-02 11:55:00,57.31,-62.55,7.9,,Y
20430898,BARN,5,2018-11-02 12:00:00,57.39,-62.02,7.89,,Y
20430898,BARN,5,2018-11-02 12:05:00,57.44,-61.5,7.88,,Y
20430898,BARN,5,2018-11-02 12:10:00,57.57,-61.24,7.88,,Y
20430898,BARN,5,2018-11-02 12:15:00,57.69,-60.47,7.86,,Y
20430898,BARN,5,2018-11-02 12:20:00,57.82,-59.94,7.86,,Y
20430898,BARN,5,2018-11-02 12:25:00,57.91,-59.49,7.85,,Y
20430898,BARN,5,2018-11-02 12:30:00,58.04,-59.17,7.84,,Y
20430898,BARN,5,2018-11-02 12:35:00,58.17,-59.19,7.84,,Y
20430898,BARN,5,2018-11-02 12:40:00,58.26,-58.83,7.83,,Y
20430898,BARN,5,2018-11-02 12:45:00,58.38,-58.41,7.83,,Y
20430898,BARN,5,2018-11-02 12:50:00,58.47,-58.08,7.82,,Y
20430898,BARN,5,2018-11-02 12:55:00,58.56,-57.88,7.82,,Y
20430898,BARN,5,2018-11-02 13:00:00,58.64,-57.56,7.81,,Y
20430898,BARN,5,2018-11-02 13:05:00,58.73,-57.28,7.81,,Y
20430898,BARN,5,2018-11-02 13:10:00,58.82,-56.72,7.8,,Y
20430898,BARN,5,2018-11-02 13:15:00,58.86,-56.02,7.78,,Y
20430898,BARN,5,2018-11-02 13:20:00,58.94,-55.91,7.78,,Y
20430898,BARN,5,2018-11-02 13:25:00,58.99,-55.72,7.78,,Y
20430898,BARN,5,2018-11-02 13:30:00,59.03,-55.5,7.77,,Y
20430898,BARN,5,2018-11-02 13:35:00,59.07,-55.11,7.77,,Y
20430898,BARN,5,2018-11-02 13:40:00,59.07,-54.78,7.76,,Y
20430898,BARN,5,2018-11-02 13:45:00,59.12,-54.25,7.75,,Y
20430898,BARN,5,2018-11-02 13:50:00,59.16,-53.86,7.74,,Y
20430898,BARN,5,2018-11-02 13:55:00,59.2,-53.49,7.74,,Y
20430898,BARN,5,2018-11-02 14:00:00,59.2,-51.89,7.71,,Y
20430898,BARN,5,2018-11-02 14:05:00,59.29,-52.91,7.73,,Y
20430898,BARN,5,2018-11-02 14:10:00,59.29,-54.58,7.76,,Y
20430898,BARN,5,2018-11-02 14:15:00,59.25,-54.86,7.76,,Y
20430898,BARN,5,2018-11-02 14:20:00,59.25,-54.45,7.75,,Y
20430898,BARN,5,2018-11-02 14:25:00,59.33,-54.72,7.76,,Y
20430898,BARN,5,2018-11-02 14:30:00,59.37,-54.86,7.76,,Y
20430898,BARN,5,2018-11-02 14:35:00,59.42,-55.89,7.78,,Y
20430898,BARN,5,2018-11-02 14:40:00,59.46,-56.42,7.79,,Y
20430898,BARN,5,2018-11-02 14:45:00,59.37,-58.1,7.82,,Y
20430898,BARN,5,2018-11-02 14:50:00,59.16,-60.83,7.87,,Y
20430898,BARN,5,2018-11-02 14:55:00,59.16,-61.81,7.89,,Y
20430898,BARN,5,2018-11-02 15:00:00,59.12,-62.3,7.9,,Y
20430898,BARN,5,2018-11-02 15:05:00,59.12,-62.94,7.91,,Y
20430898,BARN,5,2018-11-02 15:10:00,59.07,-62.8,7.9,,Y
20430898,BARN,5,2018-11-02 15:15:00,58.99,-62.55,7.9,,Y
20430898,BARN,5,2018-11-02 15:20:00,58.94,-62.39,7.9,,Y
20430898,BARN,5,2018-11-02 15:25:00,58.9,-63.08,7.91,,Y
20430898,BARN,5,2018-11-02 15:30:00,58.86,-63.64,7.92,,Y
20430898,BARN,5,2018-11-02 15:35:00,58.9,-64.08,7.93,,Y
20430898,BARN,5,2018-11-02 15:40:00,58.94,-64.56,7.94,,Y
20430898,BARN,5,2018-11-02 15:45:00,58.94,-64.88,7.94,,Y
20430898,BARN,5,2018-11-02 15:50:00,58.86,-65.38,7.95,,Y
20430898,BARN,5,2018-11-02 15:55:00,58.82,-65.85,7.96,,Y
20430898,BARN,5,2018-11-02 16:00:00,58.73,-66.16,7.97,,Y
20430898,BARN,5,2018-11-02 16:05:00,58.69,-65.89,7.96,,Y
20430898,BARN,5,2018-11-02 16:10:00,58.56,-66.25,7.97,,Y
20430898,BARN,5,2018-11-02 16:15:00,58.43,-66.88,7.98,,Y
20430898,BARN,5,2018-11-02 16:20:00,58.38,-67.05,7.98,,Y
20430898,BARN,5,2018-11-02 16:25:00,58.43,-67.06,7.98,,Y
20430898,BARN,5,2018-11-02 16:30:00,58.43,-66.99,7.98,,Y
20430898,BARN,5,2018-11-02 16:35:00,58.38,-66.52,7.97,,Y
20430898,BARN,5,2018-11-02 16:40:00,58.34,-66.14,7.97,,Y
20430898,BARN,5,2018-11-02 16:45:00,58.26,-66.06,7.96,,Y
20430898,BARN,5,2018-11-02 16:50:00,58.21,-65.99,7.96,,Y
20430898,BARN,5,2018-11-02 16:55:00,58.26,-65.85,7.96,,Y
20430898,BARN,5,2018-11-02 17:00:00,58.3,-65.81,7.96,,Y
20430898,BARN,5,2018-11-02 17:05:00,58.17,-66.36,7.97,,Y
20430898,BARN,5,2018-11-02 17:10:00,58.08,-67.14,7.98,,Y
20430898,BARN,5,2018-11-02 17:15:00,58.08,-68.17,8,,Y
20430898,BARN,5,2018-11-02 17:20:00,58.13,-70.08,8.04,,Y
20430898,BARN,5,2018-11-02 17:25:00,58.17,-70.78,8.05,,Y
20430898,BARN,5,2018-11-02 17:30:00,58.08,-70.74,8.05,,Y
20430898,BARN,5,2018-11-02 17:35:00,57.87,-70.41,8.04,,Y
20430898,BARN,5,2018-11-02 17:40:00,57.87,-70.89,8.05,,Y
20430898,BARN,5,2018-11-02 17:45:00,57.91,-71.13,8.06,,Y
20430898,BARN,5,2018-11-02 17:50:00,57.87,-70.88,8.05,,Y
20430898,BARN,5,2018-11-02 17:55:00,57.74,-70.14,8.04,,Y
20430898,BARN,5,2018-11-02 18:00:00,57.69,-69.47,8.03,,Y
20430898,BARN,5,2018-11-02 18:05:00,57.61,-68.77,8.02,,Y
20430898,BARN,5,2018-11-02 18:10:00,57.44,-68.85,8.02,,Y
20430898,BARN,5,2018-11-02 18:15:00,57.26,-68.99,8.02,,Y
20430898,BARN,5,2018-11-02 18:20:00,57.18,-69.19,8.02,,Y
20430898,BARN,5,2018-11-02 18:25:00,57.09,-69.49,8.03,,Y
20430898,BARN,5,2018-11-02 18:30:00,57,-69.85,8.04,,Y
20430898,BARN,5,2018-11-02 18:35:00,57,-70.03,8.04,,Y
20430898,BARN,5,2018-11-02 18:40:00,56.96,-70.38,8.05,,Y
20430898,BARN,5,2018-11-02 18:45:00,56.92,-70.67,8.05,,Y
20430898,BARN,5,2018-11-02 18:50:00,56.96,-70.86,8.05,,Y
20430898,BARN,5,2018-11-02 18:55:00,56.96,-71.27,8.06,,Y
20430898,BARN,5,2018-11-02 19:00:00,56.96,-71.05,8.06,,Y
20430898,BARN,5,2018-11-02 19:05:00,56.96,-70.67,8.05,,Y
20430898,BARN,5,2018-11-02 19:10:00,56.96,-70,8.04,,Y
20430898,BARN,5,2018-11-02 19:15:00,56.96,-69.6,8.03,,Y
20430898,BARN,5,2018-11-02 19:20:00,56.92,-68.99,8.02,,Y
20430898,BARN,5,2018-11-02 19:25:00,56.87,-68.1,8,,Y
20430898,BARN,5,2018-11-02 19:30:00,56.74,-68.11,8,,Y
20430898,BARN,5,2018-11-02 19:35:00,56.7,-67.74,8,,Y
20430898,BARN,5,2018-11-02 19:40:00,56.61,-66.88,7.98,,Y
20430898,BARN,5,2018-11-02 19:45:00,56.57,-66.39,7.97,,Y
20430898,BARN,5,2018-11-02 19:50:00,56.53,-66.1,7.97,,Y
20430898,BARN,5,2018-11-02 19:55:00,56.53,-65.49,7.96,,Y
20430898,BARN,5,2018-11-02 20:00:00,56.53,-64.6,7.94,,Y
20430898,BARN,5,2018-11-02 20:05:00,56.53,-65.74,7.96,,Y
20430898,BARN,5,2018-11-02 20:10:00,56.57,-67.97,8,,Y
20430898,BARN,5,2018-11-02 20:15:00,56.61,-68.75,8.02,,Y
20430898,BARN,5,2018-11-02 20:20:00,56.66,-69.19,8.02,,Y
20430898,BARN,5,2018-11-02 20:25:00,56.57,-70.38,8.05,,Y
20430898,BARN,5,2018-11-02 20:30:00,56.53,-70.41,8.05,,Y
20430898,BARN,5,2018-11-02 20:35:00,56.44,-70.6,8.05,,Y
20430898,BARN,5,2018-11-02 20:40:00,56.4,-70.88,8.06,,Y
20430898,BARN,5,2018-11-02 20:45:00,56.4,-70.67,8.05,,Y
20430898,BARN,5,2018-11-02 20:50:00,56.4,-70.42,8.05,,Y
20430898,BARN,5,2018-11-02 20:55:00,56.49,-69.78,8.04,,Y
20430898,BARN,5,2018-11-02 21:00:00,56.53,-69.69,8.03,,Y
20430898,BARN,5,2018-11-02 21:05:00,56.61,-69.53,8.03,,Y
20430898,BARN,5,2018-11-02 21:10:00,56.66,-69.88,8.04,,Y
20430898,BARN,5,2018-11-02 21:15:00,56.74,-69.85,8.04,,Y
20430898,BARN,5,2018-11-02 21:20:00,56.79,-69.67,8.03,,Y
20430898,BARN,5,2018-11-02 21:25:00,56.83,-68.88,8.02,,Y
