CondLogSN,Site,LogIntMin,DateTimeGMT,uScm,TempC
20371009,BARN,30,2018-06-05 12:00:00,33425.5,16.58
20371009,BARN,30,2018-06-05 12:30:00,35009.6,16.46
20371009,BARN,30,2018-06-05 13:00:00,35490,16.13
20371009,BARN,30,2018-06-05 13:30:00,36490.7,16.43
20371009,BARN,30,2018-06-05 14:00:00,36901.9,16.19
20371009,BARN,30,2018-06-05 14:30:00,37464.4,16.19
20371009,BARN,30,2018-06-05 15:00:00,37734.5,16.5
20371009,BARN,30,2018-06-05 15:30:00,37698,16.05
20371009,BARN,30,2018-06-05 16:00:00,37799.4,15.56
20371009,BARN,30,2018-06-05 16:30:00,37448.4,15.21
20371009,BARN,30,2018-06-05 17:00:00,37424.4,15.04
20371009,BARN,30,2018-06-05 17:30:00,37304.6,14.92
20371009,BARN,30,2018-06-05 18:00:00,37738.5,14.93
20371009,BARN,30,2018-06-05 18:30:00,37677.8,14.77
20371009,BARN,30,2018-06-05 19:00:00,37726.4,14.92
20371009,BARN,30,2018-06-05 19:30:00,37681.9,14.72
20371009,BARN,30,2018-06-05 20:00:00,37564.8,14.61
20371009,BARN,30,2018-06-05 20:30:00,37245,15.27
20371009,BARN,30,2018-06-05 21:00:00,37280.8,16.24
20371009,BARN,30,2018-06-05 21:30:00,37340.5,16.51
20371009,BARN,30,2018-06-05 22:00:00,37141.9,16.79
20371009,BARN,30,2018-06-05 22:30:00,36579.3,17
20371009,BARN,30,2018-06-05 23:00:00,36079,17.21
20371009,BARN,30,2018-06-05 23:30:00,35808.7,17.14
20371009,BARN,30,2018-06-06 00:00:00,35805,16.91
20371009,BARN,30,2018-06-06 00:30:00,35876,16.84
20371009,BARN,30,2018-06-06 01:00:00,36169.9,16.55
20371009,BARN,30,2018-06-06 01:30:00,36337.3,16.35
20371009,BARN,30,2018-06-06 02:00:00,36367.9,16.12
20371009,BARN,30,2018-06-06 02:30:00,36242,15.91
20371009,BARN,30,2018-06-06 03:00:00,36303,15.78
20371009,BARN,30,2018-06-06 03:30:00,36238.2,15.63
20371009,BARN,30,2018-06-06 04:00:00,36291.5,15.41
20371009,BARN,30,2018-06-06 04:30:00,36166.1,15.03
20371009,BARN,30,2018-06-06 05:00:00,36207.8,14.85
20371009,BARN,30,2018-06-06 05:30:00,36207.8,14.54
20371009,BARN,30,2018-06-06 06:00:00,36219.2,14.54
20371009,BARN,30,2018-06-06 06:30:00,36299.2,14.69
20371009,BARN,30,2018-06-06 07:00:00,36150.9,15.11
20371009,BARN,30,2018-06-06 07:30:00,36371.8,15.19
20371009,BARN,30,2018-06-06 08:00:00,36097.9,15.33
20371009,BARN,30,2018-06-06 08:30:00,36011.1,15.45
20371009,BARN,30,2018-06-06 09:00:00,35704.4,15.54
20371009,BARN,30,2018-06-06 09:30:00,35663.6,15.61
20371009,BARN,30,2018-06-06 10:00:00,35563.7,15.71
20371009,BARN,30,2018-06-06 10:30:00,35223,15.84
20371009,BARN,30,2018-06-06 11:00:00,34787.6,15.99
20371009,BARN,30,2018-06-06 11:30:00,33993.9,16.14
20371009,BARN,30,2018-06-06 12:00:00,33104.4,16.36
20371009,BARN,30,2018-06-06 12:30:00,32833.6,16.64
20371009,BARN,30,2018-06-06 13:00:00,33942.5,16.84
20371009,BARN,30,2018-06-06 13:30:00,34592.6,17.15
20371009,BARN,30,2018-06-06 14:00:00,34905.5,17.17
20371009,BARN,30,2018-06-06 14:30:00,35752.8,16.83
20371009,BARN,30,2018-06-06 15:00:00,35782.6,16.74
20371009,BARN,30,2018-06-06 15:30:00,36200.2,16.78
20371009,BARN,30,2018-06-06 16:00:00,36637.3,17
20371009,BARN,30,2018-06-06 16:30:00,36606.3,16.97
20371009,BARN,30,2018-06-06 17:00:00,36594.7,16.32
20371009,BARN,30,2018-06-06 17:30:00,36242,15.89
20371009,BARN,30,2018-06-06 18:00:00,36200.2,15.55
20371009,BARN,30,2018-06-06 18:30:00,36211.6,15.5
20371009,BARN,30,2018-06-06 19:00:00,36177.4,15.56
20371009,BARN,30,2018-06-06 19:30:00,36169.9,15.64
20371009,BARN,30,2018-06-06 20:00:00,36660.5,15.75
20371009,BARN,30,2018-06-06 20:30:00,36625.7,15.83
20371009,BARN,30,2018-06-06 21:00:00,36261.1,16.35
20371009,BARN,30,2018-06-06 21:30:00,36207.8,16.76
20371009,BARN,30,2018-06-06 22:00:00,36075.3,16.86
20371009,BARN,30,2018-06-06 22:30:00,35652.5,16.98
20371009,BARN,30,2018-06-06 23:00:00,35103.4,17.07
20371009,BARN,30,2018-06-06 23:30:00,34734.2,17.15
20371009,BARN,30,2018-06-07 00:00:00,33946,17.15
20371009,BARN,30,2018-06-07 00:30:00,33153.7,17.05
20371009,BARN,30,2018-06-07 01:00:00,32983.2,16.86
20371009,BARN,30,2018-06-07 01:30:00,33758.6,16.57
20371009,BARN,30,2018-06-07 02:00:00,34073,16.67
20371009,BARN,30,2018-06-07 02:30:00,34437.8,16.54
20371009,BARN,30,2018-06-07 03:00:00,34444.8,16.37
20371009,BARN,30,2018-06-07 03:30:00,34416.8,15.98
20371009,BARN,30,2018-06-07 04:00:00,34659.7,16.06
20371009,BARN,30,2018-06-07 04:30:00,34409.8,15.74
20371009,BARN,30,2018-06-07 05:00:00,35556.3,15.56
20371009,BARN,30,2018-06-07 05:30:00,36371.8,15.49
20371009,BARN,30,2018-06-07 06:00:00,35697,15.29
20371009,BARN,30,2018-06-07 06:30:00,36433,15.11
20371009,BARN,30,2018-06-07 07:00:00,36498.4,15.15
20371009,BARN,30,2018-06-07 07:30:00,36560,15.19
20371009,BARN,30,2018-06-07 08:00:00,36498.4,15.25
20371009,BARN,30,2018-06-07 08:30:00,36695.4,15.48
20371009,BARN,30,2018-06-07 09:00:00,36253.4,15.65
20371009,BARN,30,2018-06-07 09:30:00,36325.9,15.95
20371009,BARN,30,2018-06-07 10:00:00,36223,16.19
20371009,BARN,30,2018-06-07 10:30:00,36147.1,16.51
20371009,BARN,30,2018-06-07 11:00:00,36041.3,16.9
20371009,BARN,30,2018-06-07 11:30:00,35887.2,17.49
20371009,BARN,30,2018-06-07 12:00:00,35693.3,18.22
20371009,BARN,30,2018-06-07 12:30:00,35107,18.92
20371009,BARN,30,2018-06-07 13:00:00,35299.5,19.69
20371009,BARN,30,2018-06-07 13:30:00,34934.2,19.69
20371009,BARN,30,2018-06-07 14:00:00,36360.3,20.33
20371009,BARN,30,2018-06-07 14:30:00,36177.4,19.63
20371009,BARN,30,2018-06-07 15:00:00,36364.1,19.09
20371009,BARN,30,2018-06-07 15:30:00,37372.4,19.33
20371009,BARN,30,2018-06-07 16:00:00,37245,18.93
20371009,BARN,30,2018-06-07 16:30:00,36587,18.28
20371009,BARN,30,2018-06-07 17:00:00,37404.4,18.62
20371009,BARN,30,2018-06-07 17:30:00,36949,17.97
20371009,BARN,30,2018-06-07 18:00:00,36513.8,17.2
20371009,BARN,30,2018-06-07 18:30:00,36757.6,16.86
20371009,BARN,30,2018-06-07 19:00:00,36831.6,16.79
20371009,BARN,30,2018-06-07 19:30:00,36819.9,16.78
20371009,BARN,30,2018-06-07 20:00:00,36730.3,16.75
20371009,BARN,30,2018-06-07 20:30:00,36637.3,16.65
20371009,BARN,30,2018-06-07 21:00:00,36648.9,16.78
20371009,BARN,30,2018-06-07 21:30:00,36587,16.71
20371009,BARN,30,2018-06-07 22:00:00,36283.9,17.17
20371009,BARN,30,2018-06-07 22:30:00,36177.4,17.56
20371009,BARN,30,2018-06-07 23:00:00,36398.5,17.77
20371009,BARN,30,2018-06-07 23:30:00,35876,17.9
20371009,BARN,30,2018-06-08 00:00:00,34984.4,18.07
20371009,BARN,30,2018-06-08 00:30:00,34232,18.14
20371009,BARN,30,2018-06-08 01:00:00,32931.1,18.04
20371009,BARN,30,2018-06-08 01:30:00,32372.6,17.91
20371009,BARN,30,2018-06-08 02:00:00,33071.5,17.78
20371009,BARN,30,2018-06-08 02:30:00,33990.5,17.43
20371009,BARN,30,2018-06-08 03:00:00,33748.4,17.56
20371009,BARN,30,2018-06-08 03:30:00,34462.3,17.5
20371009,BARN,30,2018-06-08 04:00:00,34298.1,17.14
20371009,BARN,30,2018-06-08 04:30:00,34378.3,17.08
20371009,BARN,30,2018-06-08 05:00:00,34624.4,16.97
20371009,BARN,30,2018-06-08 05:30:00,34259.8,16.39
20371009,BARN,30,2018-06-08 06:00:00,34176.6,16.21
20371009,BARN,30,2018-06-08 06:30:00,34180,16.33
20371009,BARN,30,2018-06-08 07:00:00,34266.8,15.95
20371009,BARN,30,2018-06-08 07:30:00,34308.5,15.84
20371009,BARN,30,2018-06-08 08:00:00,34291.1,15.95
20371009,BARN,30,2018-06-08 08:30:00,34301.6,15.97
20371009,BARN,30,2018-06-08 09:00:00,34385.3,16.05
20371009,BARN,30,2018-06-08 09:30:00,34458.8,16.28
20371009,BARN,30,2018-06-08 10:00:00,34319,16.65
20371009,BARN,30,2018-06-08 10:30:00,34315.5,17.13
20371009,BARN,30,2018-06-08 11:00:00,34357.3,17.5
20371009,BARN,30,2018-06-08 11:30:00,34360.8,17.96
20371009,BARN,30,2018-06-08 12:00:00,34367.8,18.56
20371009,BARN,30,2018-06-08 12:30:00,34326,19.43
20371009,BARN,30,2018-06-08 13:00:00,34152.4,20.43
20371009,BARN,30,2018-06-08 13:30:00,33758.6,21.24
20371009,BARN,30,2018-06-08 14:00:00,33734.8,21.98
20371009,BARN,30,2018-06-08 14:30:00,33657,22.17
20371009,BARN,30,2018-06-08 15:00:00,35223,22.28
20371009,BARN,30,2018-06-08 15:30:00,33881,21.24
20371009,BARN,30,2018-06-08 16:00:00,35909.7,20.85
20371009,BARN,30,2018-06-08 16:30:00,35823.6,20.58
20371009,BARN,30,2018-06-08 17:00:00,35928.4,20.38
20371009,BARN,30,2018-06-08 17:30:00,36090.4,20.06
20371009,BARN,30,2018-06-08 18:00:00,36192.6,20.22
20371009,BARN,30,2018-06-08 18:30:00,35089,18.79
20371009,BARN,30,2018-06-08 19:00:00,35016.8,17.94
20371009,BARN,30,2018-06-08 19:30:00,34866.1,17.42
20371009,BARN,30,2018-06-08 20:00:00,34670.4,17.06
20371009,BARN,30,2018-06-08 20:30:00,34564.3,16.94
20371009,BARN,30,2018-06-08 21:00:00,34574.9,17
20371009,BARN,30,2018-06-08 21:30:00,34603.2,17.11
20371009,BARN,30,2018-06-08 22:00:00,34529.1,16.96
20371009,BARN,30,2018-06-08 22:30:00,34642,17.25
20371009,BARN,30,2018-06-08 23:00:00,34578.4,18.26
20371009,BARN,30,2018-06-08 23:30:00,34578.4,19
20371009,BARN,30,2018-06-09 00:00:00,34416.8,19.37
20371009,BARN,30,2018-06-09 00:30:00,34402.8,19.63
20371009,BARN,30,2018-06-09 01:00:00,34059.2,20.02
20371009,BARN,30,2018-06-09 01:30:00,33328.9,20.15
20371009,BARN,30,2018-06-09 02:00:00,32018.4,20.14
20371009,BARN,30,2018-06-09 02:30:00,31543.1,19.99
20371009,BARN,30,2018-06-09 03:00:00,31425.4,19.95
20371009,BARN,30,2018-06-09 03:30:00,31695.1,19.62
20371009,BARN,30,2018-06-09 04:00:00,32183.7,19.62
20371009,BARN,30,2018-06-09 04:30:00,32940.8,19.43
20371009,BARN,30,2018-06-09 05:00:00,32973.4,18.94
20371009,BARN,30,2018-06-09 05:30:00,33345.5,18.65
20371009,BARN,30,2018-06-09 06:00:00,33375.5,18.26
20371009,BARN,30,2018-06-09 06:30:00,33183.3,17.92
20371009,BARN,30,2018-06-09 07:00:00,33061.7,17.99
20371009,BARN,30,2018-06-09 07:30:00,33084.7,17.71
20371009,BARN,30,2018-06-09 08:00:00,32807.7,16.8
20371009,BARN,30,2018-06-09 08:30:00,32830.4,16.76
20371009,BARN,30,2018-06-09 09:00:00,32872.5,16.97
20371009,BARN,30,2018-06-09 09:30:00,32918,17.18
20371009,BARN,30,2018-06-09 10:00:00,32963.6,17.1
20371009,BARN,30,2018-06-09 10:30:00,32983.2,17.22
20371009,BARN,30,2018-06-09 11:00:00,34142,18.87
20371009,BARN,30,2018-06-09 11:30:00,34263.3,19.33
20371009,BARN,30,2018-06-09 12:00:00,34045.5,19.79
20371009,BARN,30,2018-06-09 12:30:00,33983.7,20.3
20371009,BARN,30,2018-06-09 13:00:00,33850.3,20.88
20371009,BARN,30,2018-06-09 13:30:00,33748.4,21.55
20371009,BARN,30,2018-06-09 14:00:00,33295.7,22.13
20371009,BARN,30,2018-06-09 14:30:00,32872.5,22.51
20371009,BARN,30,2018-06-09 15:00:00,32420.1,22.67
20371009,BARN,30,2018-06-09 15:30:00,32866.1,22.88
20371009,BARN,30,2018-06-09 16:00:00,33042.1,22.66
20371009,BARN,30,2018-06-09 16:30:00,32756,22.28
20371009,BARN,30,2018-06-09 17:00:00,37787.2,21.99
20371009,BARN,30,2018-06-09 17:30:00,37241,21.28
20371009,BARN,30,2018-06-09 18:00:00,36984.3,20.9
20371009,BARN,30,2018-06-09 18:30:00,37237,20.87
20371009,BARN,30,2018-06-09 19:00:00,36467.6,19.83
20371009,BARN,30,2018-06-09 19:30:00,36037.5,18.62
20371009,BARN,30,2018-06-09 20:00:00,35656.2,17.84
20371009,BARN,30,2018-06-09 20:30:00,35398.2,17.41
20371009,BARN,30,2018-06-09 21:00:00,35284.9,17.26
20371009,BARN,30,2018-06-09 21:30:00,35056.5,17.22
20371009,BARN,30,2018-06-09 22:00:00,34916.2,17.06
20371009,BARN,30,2018-06-09 22:30:00,35574.8,17.98
20371009,BARN,30,2018-06-09 23:00:00,35604.4,18.27
20371009,BARN,30,2018-06-09 23:30:00,35667.3,18.79
20371009,BARN,30,2018-06-10 00:00:00,35571.1,19.44
20371009,BARN,30,2018-06-10 00:30:00,35438.6,19.63
20371009,BARN,30,2018-06-10 01:00:00,35136,19.74
20371009,BARN,30,2018-06-10 01:30:00,34472.9,19.91
20371009,BARN,30,2018-06-10 02:00:00,33596.4,19.87
20371009,BARN,30,2018-06-10 02:30:00,32534.7,19.73
20371009,BARN,30,2018-06-10 03:00:00,31407.4,19.33
20371009,BARN,30,2018-06-10 03:30:00,31070.8,19.54
20371009,BARN,30,2018-06-10 04:00:00,31085.6,19.31
20371009,BARN,30,2018-06-10 04:30:00,31347.4,19.3
20371009,BARN,30,2018-06-10 05:00:00,31540.1,19.62
20371009,BARN,30,2018-06-10 05:30:00,32807.7,19.05
20371009,BARN,30,2018-06-10 06:00:00,32791.6,19.07
20371009,BARN,30,2018-06-10 06:30:00,33042.1,18.69
20371009,BARN,30,2018-06-10 07:00:00,32993,18.09
20371009,BARN,30,2018-06-10 07:30:00,35070.9,18.06
20371009,BARN,30,2018-06-10 08:00:00,33117.5,18.28
20371009,BARN,30,2018-06-10 08:30:00,33140.5,17.34
20371009,BARN,30,2018-06-10 09:00:00,32736.7,16.58
20371009,BARN,30,2018-06-10 09:30:00,32759.3,16.55
20371009,BARN,30,2018-06-10 10:00:00,32698,16.63
20371009,BARN,30,2018-06-10 10:30:00,34638.5,17.28
20371009,BARN,30,2018-06-10 11:00:00,34553.8,16.99
20371009,BARN,30,2018-06-10 11:30:00,34638.5,17.91
20371009,BARN,30,2018-06-10 12:00:00,34613.8,18.77
20371009,BARN,30,2018-06-10 12:30:00,34603.2,19.12
20371009,BARN,30,2018-06-10 13:00:00,34312,19.45
20371009,BARN,30,2018-06-10 13:30:00,34263.3,19.85
20371009,BARN,30,2018-06-10 14:00:00,34305,20.27
20371009,BARN,30,2018-06-10 14:30:00,33959.7,20.67
20371009,BARN,30,2018-06-10 15:00:00,33282.5,21
20371009,BARN,30,2018-06-10 15:30:00,32901.8,21.16
20371009,BARN,30,2018-06-10 16:00:00,32621,21.29
20371009,BARN,30,2018-06-10 16:30:00,33269.2,21.45
20371009,BARN,30,2018-06-10 17:00:00,32074.4,21.14
20371009,BARN,30,2018-06-10 17:30:00,32582.6,20.9
20371009,BARN,30,2018-06-10 18:00:00,33589.6,20.58
20371009,BARN,30,2018-06-10 18:30:00,33586.3,19.98
20371009,BARN,30,2018-06-10 19:00:00,34350.4,19.84
20371009,BARN,30,2018-06-10 19:30:00,34059.2,19.44
20371009,BARN,30,2018-06-10 20:00:00,33724.7,18.62
20371009,BARN,30,2018-06-10 20:30:00,33222.9,17.35
20371009,BARN,30,2018-06-10 21:00:00,32966.9,16.96
20371009,BARN,30,2018-06-10 21:30:00,32924.5,16.9
20371009,BARN,30,2018-06-10 22:00:00,32879,16.84
20371009,BARN,30,2018-06-10 22:30:00,32589,16.83
20371009,BARN,30,2018-06-10 23:00:00,32598.6,16.91
20371009,BARN,30,2018-06-10 23:30:00,33252.7,17.69
20371009,BARN,30,2018-06-11 00:00:00,33183.3,17.51
20371009,BARN,30,2018-06-11 00:30:00,33485.6,18.43
20371009,BARN,30,2018-06-11 01:00:00,33345.5,18.55
20371009,BARN,30,2018-06-11 01:30:00,33110.9,18.66
20371009,BARN,30,2018-06-11 02:00:00,32727,18.73
20371009,BARN,30,2018-06-11 02:30:00,31987.4,18.63
20371009,BARN,30,2018-06-11 03:00:00,31070.8,18.4
20371009,BARN,30,2018-06-11 03:30:00,30108.7,18.09
20371009,BARN,30,2018-06-11 04:00:00,29593.9,17.96
20371009,BARN,30,2018-06-11 04:30:00,28765.9,17.29
20371009,BARN,30,2018-06-11 05:00:00,28853.9,17.41
20371009,BARN,30,2018-06-11 05:30:00,29941.8,17.97
20371009,BARN,30,2018-06-11 06:00:00,29905.9,18.47
20371009,BARN,30,2018-06-11 06:30:00,30740.5,17.86
20371009,BARN,30,2018-06-11 07:00:00,33065,18.01
20371009,BARN,30,2018-06-11 07:30:00,33285.8,17.8
20371009,BARN,30,2018-06-11 08:00:00,32888.8,17.18
20371009,BARN,30,2018-06-11 08:30:00,33512.4,17.65
20371009,BARN,30,2018-06-11 09:00:00,32769,16.44
20371009,BARN,30,2018-06-11 09:30:00,32429.7,15.86
20371009,BARN,30,2018-06-11 10:00:00,32322.1,15.75
20371009,BARN,30,2018-06-11 10:30:00,32303.2,15.85
20371009,BARN,30,2018-06-11 11:00:00,32252.8,15.92
20371009,BARN,30,2018-06-11 11:30:00,32369.5,16.11
20371009,BARN,30,2018-06-11 12:00:00,32921.3,17.07
20371009,BARN,30,2018-06-11 12:30:00,33143.8,17.73
20371009,BARN,30,2018-06-11 13:00:00,33213,18.13
20371009,BARN,30,2018-06-11 13:30:00,33147.1,18.41
20371009,BARN,30,2018-06-11 14:00:00,33355.5,18.9
20371009,BARN,30,2018-06-11 14:30:00,33335.6,19.47
20371009,BARN,30,2018-06-11 15:00:00,33015.9,20.16
20371009,BARN,30,2018-06-11 15:30:00,32781.9,20.85
20371009,BARN,30,2018-06-11 16:00:00,32124.3,21.27
20371009,BARN,30,2018-06-11 16:30:00,31269.6,21.41
20371009,BARN,30,2018-06-11 17:00:00,31543.1,21.45
20371009,BARN,30,2018-06-11 17:30:00,32477.3,20.99
20371009,BARN,30,2018-06-11 18:00:00,31897.7,20.51
20371009,BARN,30,2018-06-11 18:30:00,35233.9,20.26
20371009,BARN,30,2018-06-11 19:00:00,34371.3,19.44
20371009,BARN,30,2018-06-11 19:30:00,34493.9,19.14
20371009,BARN,30,2018-06-11 20:00:00,34582,19.21
20371009,BARN,30,2018-06-11 20:30:00,33772.1,18.51
20371009,BARN,30,2018-06-11 21:00:00,33289.1,17.56
20371009,BARN,30,2018-06-11 21:30:00,32914.8,17.18
20371009,BARN,30,2018-06-11 22:00:00,32785.1,17.01
20371009,BARN,30,2018-06-11 22:30:00,32627.4,16.84
20371009,BARN,30,2018-06-11 23:00:00,32598.6,16.86
20371009,BARN,30,2018-06-11 23:30:00,32262.2,16.93
20371009,BARN,30,2018-06-12 00:00:00,32756,17.01
20371009,BARN,30,2018-06-12 00:30:00,32875.8,17.07
20371009,BARN,30,2018-06-12 01:00:00,32905,17.46
20371009,BARN,30,2018-06-12 01:30:00,32614.6,17.73
20371009,BARN,30,2018-06-12 02:00:00,32268.5,17.72
20371009,BARN,30,2018-06-12 02:30:00,31619,17.7
20371009,BARN,30,2018-06-12 03:00:00,31335.4,17.51
20371009,BARN,30,2018-06-12 03:30:00,30653.8,17.17
20371009,BARN,30,2018-06-12 04:00:00,29757.4,16.77
20371009,BARN,30,2018-06-12 04:30:00,29139.1,16.53
20371009,BARN,30,2018-06-12 05:00:00,13933.6,13.42
20371009,BARN,30,2018-06-12 05:30:00,13721.2,12.38
20371009,BARN,30,2018-06-12 06:00:00,29894.8,15.78
20371009,BARN,30,2018-06-12 06:30:00,30668.2,15.97
20371009,BARN,30,2018-06-12 07:00:00,30845.1,16.98
20371009,BARN,30,2018-06-12 07:30:00,30624.9,16.9
20371009,BARN,30,2018-06-12 08:00:00,30347.9,17.04
20371009,BARN,30,2018-06-12 08:30:00,30804.3,17.23
20371009,BARN,30,2018-06-12 09:00:00,32547.4,16.83
20371009,BARN,30,2018-06-12 09:30:00,32413.8,17.27
20371009,BARN,30,2018-06-12 10:00:00,31552.2,15.6
20371009,BARN,30,2018-06-12 10:30:00,31473.6,15.4
20371009,BARN,30,2018-06-12 11:00:00,31518.9,15.36
20371009,BARN,30,2018-06-12 11:30:00,31497.8,15.46
20371009,BARN,30,2018-06-12 12:00:00,31476.6,15.49
20371009,BARN,30,2018-06-12 12:30:00,31585.6,15.81
20371009,BARN,30,2018-06-12 13:00:00,31863.8,16.13
20371009,BARN,30,2018-06-12 13:30:00,31919.3,16.42
20371009,BARN,30,2018-06-12 14:00:00,32265.4,17.34
20371009,BARN,30,2018-06-12 14:30:00,32353.7,18.11
20371009,BARN,30,2018-06-12 15:00:00,32315.8,18.84
20371009,BARN,30,2018-06-12 15:30:00,32401.1,19.49
20371009,BARN,30,2018-06-12 16:00:00,31990.5,20.23
20371009,BARN,30,2018-06-12 16:30:00,31585.6,20.31
20371009,BARN,30,2018-06-12 17:00:00,31461.6,20.44
20371009,BARN,30,2018-06-12 17:30:00,6707.3,14.05
20371009,BARN,30,2018-06-12 18:00:00,34169.7,20.04
20371009,BARN,30,2018-06-12 18:30:00,34712.9,19.72
20371009,BARN,30,2018-06-12 19:00:00,34663.3,19.16
20371009,BARN,30,2018-06-12 19:30:00,35943.5,19.19
20371009,BARN,30,2018-06-12 20:00:00,34357.3,18.63
20371009,BARN,30,2018-06-12 20:30:00,32614.6,18.42
20371009,BARN,30,2018-06-12 21:00:00,36490.7,17.82
20371009,BARN,30,2018-06-12 21:30:00,35615.4,16.05
20371009,BARN,30,2018-06-12 22:00:00,34649.1,15.65
20371009,BARN,30,2018-06-12 22:30:00,34420.3,15.75
20371009,BARN,30,2018-06-12 23:00:00,34214.7,15.7
20371009,BARN,30,2018-06-12 23:30:00,34138.5,15.69
20371009,BARN,30,2018-06-13 00:00:00,34110.9,15.69
20371009,BARN,30,2018-06-13 00:30:00,33789.1,15.38
20371009,BARN,30,2018-06-13 01:00:00,33932.3,15.77
20371009,BARN,30,2018-06-13 01:30:00,33874.2,15.88
20371009,BARN,30,2018-06-13 02:00:00,33701,16.03
20371009,BARN,30,2018-06-13 02:30:00,33562.8,16.11
20371009,BARN,30,2018-06-13 03:00:00,33199.8,16.29
20371009,BARN,30,2018-06-13 03:30:00,33203.1,16.36
20371009,BARN,30,2018-06-13 04:00:00,33285.8,16.28
20371009,BARN,30,2018-06-13 04:30:00,32296.9,16.08
20371009,BARN,30,2018-06-13 05:00:00,31808.4,15.91
20371009,BARN,30,2018-06-13 05:30:00,14312.5,15.11
20371009,BARN,30,2018-06-13 06:00:00,13731.9,15.55
20371009,BARN,30,2018-06-13 06:30:00,13337.8,17.27
20371009,BARN,30,2018-06-13 07:00:00,33579.6,16.24
20371009,BARN,30,2018-06-13 07:30:00,33887.9,16.15
20371009,BARN,30,2018-06-13 08:00:00,33877.6,16.64
20371009,BARN,30,2018-06-13 08:30:00,33942.5,16.69
20371009,BARN,30,2018-06-13 09:00:00,34599.6,16.97
20371009,BARN,30,2018-06-13 09:30:00,35281.3,16.99
20371009,BARN,30,2018-06-13 10:00:00,35259.4,17
20371009,BARN,30,2018-06-13 10:30:00,34620.8,16.36
20371009,BARN,30,2018-06-13 11:00:00,33891.3,15.63
20371009,BARN,30,2018-06-13 11:30:00,33502.4,15.56
20371009,BARN,30,2018-06-13 12:00:00,33405.5,15.47
20371009,BARN,30,2018-06-13 12:30:00,33372.1,15.48
20371009,BARN,30,2018-06-13 13:00:00,33275.9,15.52
20371009,BARN,30,2018-06-13 13:30:00,33633.4,15.74
20371009,BARN,30,2018-06-13 14:00:00,34031.7,16.12
20371009,BARN,30,2018-06-13 14:30:00,34159.3,16.68
20371009,BARN,30,2018-06-13 15:00:00,34183.5,17.44
20371009,BARN,30,2018-06-13 15:30:00,34028.3,17.87
20371009,BARN,30,2018-06-13 16:00:00,34011.1,18.35
20371009,BARN,30,2018-06-13 16:30:00,34104,18.76
20371009,BARN,30,2018-06-13 17:00:00,33285.8,19.02
20371009,BARN,30,2018-06-13 17:30:00,31686,18.99
20371009,BARN,30,2018-06-13 18:00:00,32866.1,19.16
20371009,BARN,30,2018-06-13 18:30:00,34322.5,19.21
20371009,BARN,30,2018-06-13 19:00:00,34218.2,19.16
20371009,BARN,30,2018-06-13 19:30:00,34329.4,18.7
20371009,BARN,30,2018-06-13 20:00:00,35154.1,18.69
20371009,BARN,30,2018-06-13 20:30:00,35700.7,18.4
20371009,BARN,30,2018-06-13 21:00:00,35274,18.13
20371009,BARN,30,2018-06-13 21:30:00,35074.5,17.55
20371009,BARN,30,2018-06-13 22:00:00,33799.3,16.91
20371009,BARN,30,2018-06-13 22:30:00,32111.8,15.96
20371009,BARN,30,2018-06-13 23:00:00,31491.7,15.84
20371009,BARN,30,2018-06-13 23:30:00,31582.5,16.04
20371009,BARN,30,2018-06-14 00:00:00,31500.8,16.03
20371009,BARN,30,2018-06-14 00:30:00,31455.5,15.85
20371009,BARN,30,2018-06-14 01:00:00,31900.8,15.63
20371009,BARN,30,2018-06-14 01:30:00,32171.2,15.91
20371009,BARN,30,2018-06-14 02:00:00,33819.7,16.08
20371009,BARN,30,2018-06-14 02:30:00,33663.8,16.1
20371009,BARN,30,2018-06-14 03:00:00,35139.6,16.6
20371009,BARN,30,2018-06-14 03:30:00,34884,16.87
20371009,BARN,30,2018-06-14 04:00:00,34599.6,17.17
20371009,BARN,30,2018-06-14 04:30:00,33983.7,17.49
20371009,BARN,30,2018-06-14 05:00:00,34589,17.53
20371009,BARN,30,2018-06-14 05:30:00,33976.8,17.56
20371009,BARN,30,2018-06-14 06:00:00,32499.6,17.64
20371009,BARN,30,2018-06-14 06:30:00,31434.4,17.65
20371009,BARN,30,2018-06-14 07:00:00,30859.6,17.78
20371009,BARN,30,2018-06-14 07:30:00,30959.1,18.06
20371009,BARN,30,2018-06-14 08:00:00,31473.6,18.16
20371009,BARN,30,2018-06-14 08:30:00,31588.6,18.29
20371009,BARN,30,2018-06-14 09:00:00,32218.2,18.26
20371009,BARN,30,2018-06-14 09:30:00,32778.6,18.22
20371009,BARN,30,2018-06-14 10:00:00,32698,18.15
20371009,BARN,30,2018-06-14 10:30:00,31667.7,18.16
20371009,BARN,30,2018-06-14 11:00:00,29026,17.36
20371009,BARN,30,2018-06-14 11:30:00,27790.2,16.15
20371009,BARN,30,2018-06-14 12:00:00,27551.9,16.1
20371009,BARN,30,2018-06-14 12:30:00,27480.4,16.25
20371009,BARN,30,2018-06-14 13:00:00,27480.4,16.28
20371009,BARN,30,2018-06-14 13:30:00,27364.4,16.11
20371009,BARN,30,2018-06-14 14:00:00,27722.4,16.44
20371009,BARN,30,2018-06-14 14:30:00,28029.8,16.99
20371009,BARN,30,2018-06-14 15:00:00,28325.7,17.4
20371009,BARN,30,2018-06-14 15:30:00,28825.4,18.57
