pH_batch,date.x,Tank,ParentTrt,mV_1,mV_2,mV_3,mV_mean,salinity_1.x,salinity_2.x,salinity_3.x,sal_mean,pH_meas,NBScorr,pHNBS,TotalCorr,pHTotal,salinity_batch,salinity,temperature,Exposure_vals,Block,bottle_sample,bottle_ID_AUTO,rundate_DDMMMYYYY,Ries_ID_AUTO,Actual_Ries_ID,Recalculated,Flag,UseForCalcite,mV,VindtaTemp,DIC_raw,DIC_corr,DIC_fromAlk,Alk_raw,Alk_corr,pCO2_ATDIC,HCO3_ATDIC,CO3_ATDIC,CO2_ATDIC,SatCalcite_ATDIC,SatArag_ATDIC,salinity_1.y,salinity_2.y,salinity_3.y,salinity_avg,crm,crm_salinity,salinity_corr,ph7_1,ph7_2,ph7_3,pH7_avg,ph10_1,ph10_2,ph10_3,pH10_avg,slope,intercept
7,20180615,28,Acclimation,-70,-70,-70,-70,20.8,20.8,20.8,20.8,7.619502868,0.1440628,7.763565668,-0.129054855,7.634510813,7,20.87866667,19.1,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,26,Acclimation,-72,-72,-72,-72,21.3,21.3,21.3,21.3,7.653919694,0.1475128,7.801432494,-0.129054855,7.672377639,7,21.37866667,18.2,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,27,Acclimation,-71,-71,-71,-71,21.3,21.3,21.3,21.3,7.636711281,0.1475128,7.784224081,-0.129054855,7.655169226,7,21.37866667,18,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,5,400,-64,-64,-64,-64,20,19.9,19.9,19.93333333,7.51625239,0.1378528,7.65410519,-0.129054855,7.525050335,7,19.97866667,19.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,20,2600,-32,-32,-33,-32.33333333,20,20,19.9,19.96666667,6.971319312,0.1378528,7.109172112,-0.129054855,6.980117257,7,19.97866667,19.3,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,16,400,-72,-72,-72,-72,20,20,19.9,19.96666667,7.653919694,0.1378528,7.791772494,-0.129054855,7.662717639,7,19.97866667,19.7,PRE-EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,24,400,-67,-67,-68,-67.33333333,19.8,19.8,19.8,19.8,7.573613767,0.1371628,7.710776567,-0.129054855,7.581721712,7,19.87866667,19.3,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,25,Acclimation,-72,-72,-72,-72,21.4,21.3,21.3,21.33333333,7.653919694,0.1475128,7.801432494,-0.129054855,7.672377639,7,21.37866667,19.4,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,14,2600,-37,-37,-38,-37.33333333,20.1,20,19.9,20,7.057361377,0.1378528,7.195214177,-0.129054855,7.066159322,7,19.97866667,19.3,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,17,400,-72,-72,-72,-72,20,19.9,20,19.96666667,7.653919694,0.1385428,7.792462494,-0.129054855,7.663407639,7,20.07866667,19.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,22,400,-67,-67,-67,-67,19.8,19.8,19.8,19.8,7.567877629,0.1371628,7.705040429,-0.129054855,7.575985574,7,19.87866667,19.2,PRE-EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,29,Acclimation,-72,-72,-71,-71.66666667,20.9,20.8,20.8,20.83333333,7.648183556,0.1440628,7.792246356,-0.129054855,7.663191501,7,20.87866667,19,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,6,400,-63,-63,-63,-63,19.9,19.9,19.9,19.9,7.499043977,0.1378528,7.636896777,-0.129054855,7.507841922,7,19.97866667,19.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,11,400,-69,-69,-69,-69,20,19.9,19.8,19.9,7.602294455,0.1371628,7.739457255,-0.129054855,7.6104024,7,19.87866667,19,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,13,2600,-37,-37,-38,-37.33333333,20,19.9,19.8,19.9,7.057361377,0.1371628,7.194524177,-0.129054855,7.065469322,7,19.87866667,19.1,PRE-EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,3,2600,-37,-37,-37,-37,20,20.1,20,20.03333333,7.051625239,0.1385428,7.190168039,-0.129054855,7.061113184,7,20.07866667,19.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
7,20180615,30,Acclimation,-71,-71,-71,-71,20.9,20.8,20.7,20.8,7.636711281,0.1433728,7.780084081,-0.129054855,7.651029226,7,20.77866667,19,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.3,33.23333333,162,33.312,0.078666667,-34,-34,-34,-34,-209,-208,-208,-208.3333333,-0.017208413,6.414913958
8,20180618,19,2600,-32,-32,-32,-32,19.9,19.9,19.9,19.9,6.994186047,0.1380828,7.132268847,-0.129054855,7.003213992,8,20.012,19.4,PRE-EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,9,2600,-34,-34,-35,-34.33333333,20,20,19.9,19.96666667,7.034883721,0.1380828,7.172966521,-0.129054855,7.043911666,8,20.012,19.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,7,2600,-34,-34,-34,-34,20,19.9,19.9,19.93333333,7.029069767,0.1380828,7.167152567,-0.129054855,7.038097712,8,20.012,19.6,PRE-EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,5,400,-63,-63,-63,-63,19.9,19.9,19.8,19.86666667,7.534883721,0.1373928,7.672276521,-0.129054855,7.543221666,8,19.912,19.1,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,26,Acclimation,-68,-68,-68,-68,20.4,20.4,20.3,20.36666667,7.622093023,0.1408428,7.762935823,-0.129054855,7.633880968,8,20.412,19.4,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,11,400,-66,-66,-66,-66,19.9,19.8,19.8,19.83333333,7.587209302,0.1373928,7.724602102,-0.129054855,7.595547247,8,19.912,18.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,17,400,-65,-65,-65,-65,19.9,19.9,19.9,19.9,7.569767442,0.1380828,7.707850242,-0.129054855,7.578795387,8,20.012,19.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,30,Acclimation,-69,-69,-69,-69,20,20,19.9,19.96666667,7.639534884,0.1380828,7.777617684,-0.129054855,7.648562829,8,20.012,18.8,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,14,2600,-35,-35,-35,-35,20,19.9,19.9,19.93333333,7.046511628,0.1380828,7.184594428,-0.129054855,7.055539573,8,20.012,18.5,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,8,2600,-35,-35,-35,-35,20,19.9,20,19.96666667,7.046511628,0.1387728,7.185284428,-0.129054855,7.056229573,8,20.112,19.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,4,400,-63,-63,-63,-63,19.9,19.9,19.8,19.86666667,7.534883721,0.1373928,7.672276521,-0.129054855,7.543221666,8,19.912,19.3,PRE-EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,10,400,-66,-66,-66,-66,19.9,19.8,19.8,19.83333333,7.587209302,0.1373928,7.724602102,-0.129054855,7.595547247,8,19.912,18.9,PRE-EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,22,400,-68,-68,-68,-68,19.8,19.9,19.9,19.86666667,7.622093023,0.1380828,7.760175823,-0.129054855,7.631120968,8,20.012,19.5,PRE-EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,24,400,-68,-68,-68,-68,19.9,19.8,19.8,19.83333333,7.622093023,0.1373928,7.759485823,-0.129054855,7.630430968,8,19.912,19.5,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,23,400,-68,-68,-68,-68,19.9,19.9,19.9,19.9,7.622093023,0.1380828,7.760175823,-0.129054855,7.631120968,8,20.012,19.5,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,29,Acclimation,-68,-68,-68,-68,20,20.1,20,20.03333333,7.622093023,0.1387728,7.760865823,-0.129054855,7.631810968,8,20.112,18.8,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,15,2600,-35,-36,-36,-35.66666667,19.8,19.8,19.8,19.8,7.058139535,0.1373928,7.195532335,-0.129054855,7.06647748,8,19.912,18.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,6,400,-63,-63,-63,-63,20,19.9,19.8,19.9,7.534883721,0.1373928,7.672276521,-0.129054855,7.543221666,8,19.912,19.3,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,21,2600,-30,-30,-30,-30,19.9,19.8,19.8,19.83333333,6.959302326,0.1373928,7.096695126,-0.129054855,6.967640271,8,19.912,19.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,16,400,-65,-65,-65,-65,19.8,19.8,19.8,19.8,7.569767442,0.1373928,7.707160242,-0.129054855,7.578105387,8,19.912,19.5,PRE-EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,20,2600,-31,-31,-31,-31,19.9,20,20,19.96666667,6.976744186,0.1387728,7.115516986,-0.129054855,6.986462131,8,20.112,19.6,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,25,Acclimation,-69,-69,-69,-69,20.3,20.3,20.3,20.3,7.639534884,0.1408428,7.780377684,-0.129054855,7.651322829,8,20.412,19.4,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,3,2600,-36,-36,-36,-36,19.9,19.9,19.9,19.9,7.063953488,0.1380828,7.202036288,-0.129054855,7.072981433,8,20.012,19.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,2,2600,-36,-36,-37,-36.33333333,20,19.9,19.9,19.93333333,7.069767442,0.1380828,7.207850242,-0.129054855,7.078795387,8,20.012,19.6,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,1,2600,-33,-34,-34,-33.66666667,20,19.9,19.9,19.93333333,7.023255814,0.1380828,7.161338614,-0.129054855,7.032283759,8,20.012,19.7,PRE-EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,28,Acclimation,-68,-68,-68,-68,19.9,19.9,19.9,19.9,7.622093023,0.1380828,7.760175823,-0.129054855,7.631120968,8,20.012,19,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,13,2600,-36,-36,-36,-36,19.8,19.8,19.8,19.8,7.063953488,0.1373928,7.201346288,-0.129054855,7.072291433,8,19.912,18.3,PRE-EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,18,400,-65,-65,-65,-65,19.9,19.8,19.8,19.83333333,7.569767442,0.1373928,7.707160242,-0.129054855,7.578105387,8,19.912,19.6,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,12,400,-66,-66,-66,-66,19.7,19.7,19.7,19.7,7.587209302,0.1367028,7.723912102,-0.129054855,7.594857247,8,19.812,18.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
8,20180618,27,Acclimation,-69,-69,-69,-69,20.3,20.2,20.2,20.23333333,7.639534884,0.1401528,7.779687684,-0.129054855,7.650632829,8,20.312,19.1,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,33.2,162,33.312,0.112,-33,-32,-32,-32.33333333,-204,-204,-205,-204.3333333,-0.01744186,6.436046512
9,20180617,12,400,-64,-64,-64,-64,19.6,19.6,19.6,19.6,7.5,0.1348628,7.6348628,-0.129054855,7.505807945,9,19.54533333,19.5,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,33.4,33.4,33.36666667,162,33.312,-0.054666667,-35,-35,-35,-35,-209,-209,-209,-209,-0.017241379,6.396551724
9,20180617,19,2600,-34,-34,-34,-34,19.7,19.7,19.7,19.7,6.982758621,0.1355528,7.118311421,-0.129054855,6.989256566,9,19.64533333,19.9,EXPOSURE,B1,TRUE,L18_A_20180617_19,NA,L18_A_20180617_19_NA,L18_A_06-17-18_19,L18_Recalc_22Jun18,FALSE,FALSE,184.75,25.08,1505.18,1529.688596,1509.43108,1431.44,1435.98223,3121.12,1408.91,10.93,109.84,0.29,0.18,33.3,33.4,33.4,33.36666667,162,33.312,-0.054666667,-35,-35,-35,-35,-209,-209,-209,-209,-0.017241379,6.396551724
9,20180617,11,400,-65,-65,-65,-65,20,20,20,20,7.517241379,0.1376228,7.654864179,-0.129054855,7.525809324,9,19.94533333,19.5,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,33.4,33.4,33.36666667,162,33.312,-0.054666667,-35,-35,-35,-35,-209,-209,-209,-209,-0.017241379,6.396551724
9,20180617,1,2600,-34,-33,-33,-33.33333333,19.7,19.7,19.7,19.7,6.971264368,0.1355528,7.106817168,-0.129054855,6.977762313,9,19.64533333,19.8,EXPOSURE,B1,TRUE,L18_A_20180617_1,12-Jul-18,L18_A_20180617_1_12Jul2018,L18_A_20180617_01,L18_Recalc_12Jul18,FALSE,TRUE,180.65,25.072001,1554.92,1549.451064,1535.806195,1473.08,1481.280202,2520.78,1446.29,14.2,88.97,0.38,0.23,33.3,33.4,33.4,33.36666667,162,33.312,-0.054666667,-35,-35,-35,-35,-209,-209,-209,-209,-0.017241379,6.396551724
9,20180617,13,2600,-38,-39,-39,-38.66666667,19.7,19.7,19.7,19.7,7.063218391,0.1355528,7.198771191,-0.129054855,7.069716336,9,19.64533333,19.5,EXPOSURE,B1,TRUE,L18_A_20180617_13,19-Jul-18,L18_A_20180617_13_19Jul2018,L18_A_20180617_13,L18_Recalc_19Jul18,FALSE,FALSE,162.55,25.028,1536.92,1536.7049,1538.394385,1532.56,1534.268986,1249.17,1463.32,28.92,44.47,0.77,0.47,33.3,33.4,33.4,33.36666667,162,33.312,-0.054666667,-35,-35,-35,-35,-209,-209,-209,-209,-0.017241379,6.396551724
9,20180617,4,400,-63,-63,-63,-63,19.9,19.8,19.8,19.83333333,7.482758621,0.1362428,7.619001421,-0.129054855,7.489946566,9,19.74533333,19.4,EXPOSURE,B1,TRUE,L18_A_20180617_4,12-Jul-18,L18_A_20180617_4_12Jul2018,L18_A_20180617_04,L18_Recalc_19Jul18,FALSE,FALSE,NA,NA,1466.95,1466.744693,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,33.4,33.4,33.36666667,162,33.312,-0.054666667,-35,-35,-35,-35,-209,-209,-209,-209,-0.017241379,6.396551724
9,20180617,7,2600,-39,-39,-39,-39,19.8,19.8,19.8,19.8,7.068965517,0.1362428,7.205208317,-0.129054855,7.076153462,9,19.74533333,19.1,EXPOSURE,B1,TRUE,L18_A_20180617_7,3-Jul-18,L18_A_20180617_7_03Jul2018,L18_A_20180617_07_03Jun2018,L18_Recalc_03Jul18,FALSE,FALSE,179.15,24.992001,1609.19,1607.382877,1575.223286,1522.9,1530.341218,2697.8,1496.52,13.78,97.08,0.36,0.22,33.3,33.4,33.4,33.36666667,162,33.312,-0.054666667,-35,-35,-35,-35,-209,-209,-209,-209,-0.017241379,6.396551724
9,20180617,16,400,-69,-70,-70,-69.66666667,19.9,19.9,19.9,19.9,7.597701149,0.1369328,7.734633949,-0.129054855,7.605579094,9,19.84533333,19.2,EXPOSURE,B1,TRUE,L18_A_20180617_16,19-Jul-18,L18_A_20180617_16_19Jul2018,L18_A_20180617_16,L18_Recalc_19Jul18,FALSE,FALSE,155.1,25.052,1386.2,1386.005994,1373.907462,1394.77,1396.08028,974.6,1321.11,29.94,34.95,0.79,0.48,33.3,33.4,33.4,33.36666667,162,33.312,-0.054666667,-35,-35,-35,-35,-209,-209,-209,-209,-0.017241379,6.396551724
9,20180617,22,400,-67,-66,-66,-66.33333333,19.9,19.9,19.9,19.9,7.540229885,0.1369328,7.677162685,-0.129054855,7.54810783,9,19.84533333,20,EXPOSURE,B1,TRUE,L18_A_20180617_22,3-Jul-18,L18_A_20180617_22_03Jul2018,L18_A_20180617_22_03Jun2018,L18_Recalc_03Jul18,FALSE,FALSE,155.2,25.062,1397.08,1395.511077,1371.985214,1411.98,1418.622592,859.78,1329.69,35.68,30.14,0.95,0.58,33.3,33.4,33.4,33.36666667,162,33.312,-0.054666667,-35,-35,-35,-35,-209,-209,-209,-209,-0.017241379,6.396551724
