pH_batch,date.x,Tank,ParentTrt,mV_1,mV_2,mV_3,mV_mean,salinity_1.x,salinity_2.x,salinity_3.x,sal_mean,pH_meas,NBScorr,pHNBS,TotalCorr,pHTotal,salinity_batch,salinity,temperature,Exposure_vals,Block,bottle_sample,bottle_ID_AUTO,rundate_DDMMMYYYY,Ries_ID_AUTO,Actual_Ries_ID,Recalculated,Flag,UseForCalcite,mV,VindtaTemp,DIC_raw,DIC_corr,DIC_fromAlk,Alk_raw,Alk_corr,pCO2_ATDIC,HCO3_ATDIC,CO3_ATDIC,CO2_ATDIC,SatCalcite_ATDIC,SatArag_ATDIC,salinity_1.y,salinity_2.y,salinity_3.y,salinity_avg,crm,crm_salinity,salinity_corr,ph7_1,ph7_2,ph7_3,pH7_avg,ph10_1,ph10_2,ph10_3,pH10_avg,slope,intercept
1,20180608,17,400,-82,-83,-83,-82.66666667,22.1,22,22,22.03333333,7.817142857,0.1511928,7.968335657,-0.129054855,7.839280802,1,21.912,20,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,28,Acclimation,39,39,39,39,21.2,21.3,21.2,21.23333333,5.731428571,0.1456728,5.877101371,-0.129054855,5.748046516,1,21.112,NA,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,26,Acclimation,-3,-2,-1,-2,21.1,21,21,21.03333333,6.434285714,0.1442928,6.578578514,-0.129054855,6.449523659,1,20.912,NA,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,22,400,-86,-86,-86,-86,22.1,22.1,22,22.06666667,7.874285714,0.1511928,8.025478514,-0.129054855,7.896423659,1,21.912,20.5,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,16,400,-82,-82,-82,-82,22,22,22,22,7.805714286,0.1511928,7.956907086,-0.129054855,7.827852231,1,21.912,20,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,14,2600,-39,-39,-39,-39,22,22,22,22,7.068571429,0.1511928,7.219764229,-0.129054855,7.090709374,1,21.912,19.4,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,headtankTest,Test,210,210,210,210,NA,NA,NA,NA,2.8,NA,NA,-0.129054855,NA,NA,NA,NA,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,1,2600,-40,-40,-40,-40,NA,NA,NA,NA,7.085714286,NA,NA,NA,NA,NA,NA,NA,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,6,400,-85,-85,-85,-85,22.1,22,21.9,22,7.857142857,0.1505028,8.007645657,-0.129054855,7.878590802,1,21.812,19.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,18,400,-82,-82,-82,-82,22,21.9,21.9,21.93333333,7.805714286,0.1505028,7.956217086,-0.129054855,7.827162231,1,21.812,20.3,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,27,Acclimation,0,3,4,2.333333333,21.1,21,20.9,21,6.36,0.1436028,6.5036028,-0.129054855,6.374547945,1,20.812,NA,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,25,Acclimation,-8,-7,-7,-7.333333333,21,21,20.9,20.96666667,6.525714286,0.1436028,6.669317086,-0.129054855,6.540262231,1,20.812,NA,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,15,2600,-39,-39,-39,-39,22.2,22.2,22.2,22.2,7.068571429,0.1525728,7.221144229,-0.129054855,7.092089374,1,22.112,19.5,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,20,2600,-35,-35,-35,-35,21.4,21.4,21.3,21.36666667,7,0.1463628,7.1463628,-0.129054855,7.017307945,1,21.212,20.6,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,3,2600,-41,-41,-41,-41,NA,NA,NA,NA,7.102857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,5,400,-85,-85,-85,-85,22,21.9,21.9,21.93333333,7.857142857,0.1505028,8.007645657,-0.129054855,7.878590802,1,21.812,19.7,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,19,2600,-35,-35,-35,-35,21.5,21.4,21.4,21.43333333,7,0.1470528,7.1470528,-0.129054855,7.017997945,1,21.312,20.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,9,2600,-54,-54,-54,-54,22.1,22,22.1,22.06666667,7.325714286,0.1518828,7.477597086,-0.129054855,7.348542231,1,22.012,19.3,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,12,400,-86,-86,-86,-86,21.4,21.4,21.4,21.4,7.874285714,0.1470528,8.021338514,-0.129054855,7.892283659,1,21.312,20.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,29,Acclimation,41,39,41,40.33333333,21.3,21.2,21.2,21.23333333,5.708571429,0.1456728,5.854244229,-0.129054855,5.725189374,1,21.112,NA,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,7,2600,-51,-51,-51,-51,22.1,22.1,22.1,22.1,7.274285714,0.1518828,7.426168514,-0.129054855,7.297113659,1,22.012,20.2,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,10,400,-86,-86,-86,-86,21.4,21.4,21.3,21.36666667,7.874285714,0.1463628,8.020648514,-0.129054855,7.891593659,1,21.212,20.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,30,Acclimation,52,51,51,51.33333333,21.3,21.3,21.3,21.3,5.52,0.1463628,5.6663628,-0.129054855,5.537307945,1,21.212,NA,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,13,2600,-40,-40,-40,-40,22.1,22,22,22.03333333,7.085714286,0.1511928,7.236907086,-0.129054855,7.107852231,1,21.912,19.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,2,2600,-41,-40,-41,-40.66666667,NA,NA,NA,NA,7.097142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,4,400,-86,-86,-86,-86,NA,NA,NA,NA,7.874285714,NA,NA,-0.129054855,NA,NA,NA,NA,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,24,400,-85,-86,-86,-85.66666667,22.3,22.2,22.1,22.2,7.868571429,0.1518828,8.020454229,-0.129054855,7.891399374,1,22.012,20.6,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,21,2600,-36,-35,-35,-35.33333333,21.4,21.5,21.5,21.46666667,7.005714286,0.1477428,7.153457086,-0.129054855,7.024402231,1,21.412,20.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,11,400,-87,-87,-87,-87,21.5,21.4,21.3,21.4,7.891428571,0.1463628,8.037791371,-0.129054855,7.908736516,1,21.212,20.7,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,23,400,-86,-86,-86,-86,22.2,22.1,22.1,22.13333333,7.874285714,0.1518828,8.026168514,-0.129054855,7.897113659,1,22.012,20.5,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
1,20180608,8,2600,-53,-53,-53,-53,22.1,22.1,22.1,22.1,7.308571429,0.1518828,7.460454229,-0.129054855,7.331399374,1,22.012,19.7,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
2,20180609,AccShelf400,Test,-78,-78,-78,-78,NA,NA,NA,NA,7.737142857,NA,NA,-0.129054855,NA,NA,NA,NA,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
2,20180609,AccShelf2800ramp,Test,-78,-78,-78,-78,NA,NA,NA,NA,7.737142857,NA,NA,-0.129054855,NA,NA,NA,NA,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
3,20180610,Test_4-2,Test,-35,-35,-35,-35,21.5,21.5,21.5,21.5,7,0.1477428,7.1477428,-0.129054855,7.018687945,3,21.412,19.6,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
3,20180610,DISytem_1400,Test,19,19,19,19,NA,NA,NA,NA,6.074285714,NA,NA,-0.129054855,NA,NA,NA,NA,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
3,20180610,Test_3-2,Test,-52,-52,-52,-52,22,22,22,22,7.291428571,0.1511928,7.442621371,-0.129054855,7.313566516,3,21.912,19.5,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
3,20180610,Test_2-2,Test,-86,-86,-86,-86,21.9,21.9,21.9,21.9,7.874285714,0.1505028,8.024788514,-0.129054855,7.895733659,3,21.812,19.6,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
3,20180609,DISystemTest,Test,50,50,50,50,NA,NA,NA,NA,5.542857143,NA,NA,-0.129054855,NA,NA,NA,NA,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,1,2600,-36,-35,-35,-35.33333333,22,22,22,22,7.005714286,0.1511928,7.156907086,-0.129054855,7.027852231,4,21.912,20.3,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,10,400,-87,-86,-86,-86.33333333,21.5,21.5,21.4,21.46666667,7.88,0.1470528,8.0270528,-0.129054855,7.897997945,4,21.312,20.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,15,2600,-38,-38,-38,-38,22.2,22.1,22.1,22.13333333,7.051428571,0.1518828,7.203311371,-0.129054855,7.074256516,4,22.012,19.3,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,11,400,-87,-87,-87,-87,21.5,21.5,21.4,21.46666667,7.891428571,0.1470528,8.038481371,-0.129054855,7.909426516,4,21.312,20.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,22,400,-87,-87,-87,-87,22.2,22.2,22.2,22.2,7.891428571,0.1525728,8.044001371,-0.129054855,7.914946516,4,22.112,22.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,24,400,-87,-87,-87,-87,22.2,22.2,22.1,22.16666667,7.891428571,0.1518828,8.043311371,-0.129054855,7.914256516,4,22.012,22.1,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,28,Acclimation,-79,-79,-79,-79,30.2,30.2,30.2,30.2,7.754285714,0.2077728,7.962058514,-0.129054855,7.833003659,4,30.112,21,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,30,Acclimation,-82,-82,-82,-82,30.3,30.3,30.2,30.26666667,7.805714286,0.2077728,8.013487086,-0.129054855,7.884432231,4,30.112,21.1,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,4,400,-84,-84,-84,-84,22,22.1,22,22.03333333,7.84,0.1511928,7.9911928,-0.129054855,7.862137945,4,21.912,20.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,2,2600,-35,-34,-35,-34.66666667,22,22,21.9,21.96666667,6.994285714,0.1505028,7.144788514,-0.129054855,7.015733659,4,21.812,20.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,12,400,-86,-86,-86,-86,21.4,21.5,21.5,21.46666667,7.874285714,0.1477428,8.022028514,-0.129054855,7.892973659,4,21.412,20.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,3,2600,-36,-37,-36,-36.33333333,22,22,22,22,7.022857143,0.1511928,7.174049943,-0.129054855,7.044995088,4,21.912,20.3,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,14,2600,-35,-35,-35,-35,22.1,22.2,22.1,22.13333333,7,0.1518828,7.1518828,-0.129054855,7.022827945,4,22.012,19.5,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,13,2600,-38,-37,-37,-37.33333333,22.1,22.1,22.1,22.1,7.04,0.1518828,7.1918828,-0.129054855,7.062827945,4,22.012,19.2,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,29,Acclimation,-82,-82,-82,-82,30.3,30.3,30.2,30.26666667,7.805714286,0.2077728,8.013487086,-0.129054855,7.884432231,4,30.112,21.2,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,27,Acclimation,-83,-83,-83,-83,30.3,30.4,30.4,30.36666667,7.822857143,0.2091528,8.032009943,-0.129054855,7.902955088,4,30.312,21.3,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,19,2600,-37,-37,-37,-37,21.5,21.4,21.4,21.43333333,7.034285714,0.1470528,7.181338514,-0.129054855,7.052283659,4,21.312,21.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,8,2600,-48,-48,-48,-48,22.3,22.2,22.2,22.23333333,7.222857143,0.1525728,7.375429943,-0.129054855,7.246375088,4,22.112,20.5,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,17,400,-85,-85,-85,-85,22.2,22.1,22.1,22.13333333,7.857142857,0.1518828,8.009025657,-0.129054855,7.879970802,4,22.012,22.5,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,25,Acclimation,-83,-83,-83,-83,30.1,30.1,30.1,30.1,7.822857143,0.2070828,8.029939943,-0.129054855,7.900885088,4,30.012,21.9,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,20,2600,-36,-37,-37,-36.66666667,21.5,21.5,21.5,21.5,7.028571429,0.1477428,7.176314229,-0.129054855,7.047259374,4,21.412,21.9,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,26,Acclimation,-83,-83,-83,-83,30.2,30.1,30.1,30.13333333,7.822857143,0.2070828,8.029939943,-0.129054855,7.900885088,4,30.012,21.7,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,7,2600,-48,-48,-48,-48,22.2,22.2,22.2,22.2,7.222857143,0.1525728,7.375429943,-0.129054855,7.246375088,4,22.112,20.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,9,2600,-49,-49,-49,-49,22.2,22.2,22.2,22.2,7.24,0.1525728,7.3925728,-0.129054855,7.263517945,4,22.112,20.5,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
4,20180611,23,400,-87,-87,-87,-87,22.2,22.1,22.2,22.16666667,7.891428571,0.1525728,8.044001371,-0.129054855,7.914946516,4,22.112,22.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-35,-35,-35,-35,-210,-210,-210,-210,-0.017142857,6.4
